,Country_Year,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People,Data.Infrastructure.Telephone Lines,Data.Infrastructure.Telephone Lines per 100 People,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Data.Urban Development.Population Density,Data.Urban Development.Urban Population Percent,Data.Urban Development.Urban Population Percent Growth,Country.Code,Country.GDP,Country.Population,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total
381,United States_1998,14.2,8.7,1.971,79.4,73.6,76.4292682926829,1.20396029701272,55312293.0,20.1423848436203,173867000.0,63.3149673546481,4148850.0,45.2982653052312,0.651338494885516,19.3899744075747,9158960.0,59962727,-0.473417401349692,9629090.0,29.7694279699879,78.008,1.68197526681483,USA,11906000000000.0,275175328,636.24,254.87,39.461,2094.976,1200.762,2330.846,35.863,29.142,5731.05,6.03,23.91,26.75,23.66,15.49,23.68
382,United States_1999,14.3,8.6,1.999,79.5,73.8,76.5804878048781,1.16571452642589,69209321.0,24.8906395233348,179850000.0,64.6817719577362,4145880.0,45.2658380427472,0.640853494964728,19.3015364189821,9158960.0,59647910,-0.526404231035566,9629090.0,30.1184850681737,78.377,1.63762765741403,USA,12463800000000.0,278548160,624.01,253.31,40.239,2100.317,1204.715,2394.437,35.834,29.127,5804.669,5.87,24.16,26.06,23.77,16.0,23.67
383,United States_2000,14.2,8.64,2.0075,79.4,73.9,76.5829268292683,1.14834004729055,86047003.0,30.5761029820539,189502000.0,67.3379951107091,4138870.0,45.1893009686689,0.628469036697248,19.1471520784019,9158960.0,59318323,-0.554086373778248,9629090.0,30.4663411566379,78.742,1.61295677155673,USA,12973800000000.0,281710912,619.46,252.16,41.445,2179.839,1257.599,2469.14,36.182,26.303,6010.508,5.78,24.19,26.56,24.01,13.42,23.82
384,United States_2001,14.4,8.7,2.056,79.3,74.1,76.6365853658537,1.11276899679534,109478031.0,38.4680910528825,192513000.0,67.6446913158638,4143990.0,45.2305848555761,0.621514394417334,19.1409660857113,9161920.0,59093274,-0.380113564334052,9632030.0,30.7973013298523,79.057,1.51201139138713,USA,13100500000000.0,284608000,611.81,246.2,41.613,2115.06,1204.741,2481.985,35.931,25.552,5904.882,5.56,23.34,25.19,23.92,13.22,23.2
385,United States_2002,14.1,8.5,2.0305,79.4,74.2,76.7365853658537,0.989741382223669,128500000.0,44.6905787439685,191570800.0,66.6257581513233,4149440.0,45.2900702036254,0.615505643412982,19.1444588033949,9161920.0,59176653,0.140997827475435,9632030.0,31.1036283879362,79.234,1.21338042170418,USA,13334500000000.0,287279328,605.54,247.74,43.164,2119.322,1244.766,2476.57,36.572,26.377,5946.771,5.47,22.41,25.28,23.88,12.75,22.84
386,United States_2003,14.0,8.5,2.0205,79.5,74.3,76.8365853658537,0.927797485710314,141800000.0,48.8510382225371,189250143.0,65.1979264408577,4130640.0,45.0848730397122,0.601397249649129,18.8799945862876,9161920.0,59224903,0.0815023117954436,9632030.0,31.3935499327652,79.409,1.14841884658312,USA,13708800000000.0,289815552,605.88,254.74,43.349,2158.577,1211.115,2537.209,36.43,25.157,6011.837,5.11,21.06,23.76,23.79,12.63,21.97
387,United States_2004,14.1,8.44,2.0475,79.6,74.5,76.9878048780488,0.859481712840946,160637000.0,54.8468140914012,182933281.0,62.4595059303713,4139250.0,45.1788489748874,0.591621188104498,18.7334095910028,9161920.0,59231337,0.010863083289361,9632030.0,31.6645346171981,79.583,1.07836038438036,USA,14227900000000.0,292354656,605.31,255.76,45.886,2190.331,1217.622,2596.286,36.825,27.057,6114.007,5.06,20.1,23.12,23.57,11.83,21.36
388,United States_2005,14.0,8.34,2.0515,79.9,74.9,77.3390243902439,0.925483968943482,184819000.0,62.5471959845904,177690711.0,60.1348114942631,4115210.0,44.9164585589047,0.570536124657143,18.2337326673885,9161920.0,59272576,0.0695993923250513,9632030.0,31.9589450682826,79.757,1.14388530085121,USA,14703700000000.0,294993504,607.07,257.76,46.194,2214.837,1199.296,2608.477,37.244,28.473,6134.521,4.81,19.14,22.23,23.49,11.21,20.72
389,United States_2007,14.3,8.1,2.108,80.2,75.1,77.5878048780488,0.964253917136075,229600000.0,76.2935384187826,167459899.0,55.6450707228308,4092148.0,44.6647427613426,0.537708114881407,17.511755177954,9161920.0,59380586,0.108670280303657,9632030.0,32.5673998463204,80.099,1.17796815968651,USA,15364500000000.0,300608448,613.66,270.59,45.509,2208.712,1257.55,2551.51,38.375,29.348,6131.004,4.05,17.24,22.04,22.69,11.01,19.47
390,United States_2010,13.5,8.4,2.002,80.6,75.7,78.090243902439,0.876651298802912,274283000.0,88.6236461127594,152873000.0,49.3948318058205,4116396.0,45.0006231265209,0.52331975044529,17.5502600733322,9147420.0,59495270,0.0141332145804876,9831510.0,33.5363992251367,80.606,1.08529029428822,USA,15270600000000.0,309011456,628.18,254.67,31.449,2013.304,1308.832,2250.504,41.343,30.355,5675.787,2.52,14.41,21.09,19.9,11.26,17.02
391,United States_2012,12.7,8.066,1.8945,81.1,76.3,78.6414634146341,0.726766545020407,297268000.0,94.3972392621283,143319000.0,45.5108452097399,4112625.0,44.9593983877421,0.514029084117813,17.5090353345533,9147420.0,59387637,-0.150798123324184,9831510.0,34.0623436990977,80.94,0.934543287504068,USA,15849600000000.0,314043872,644.28,257.37,35.27,1684.036,1388.255,2152.124,48.883,30.13,5338.698,2.56,11.26,21.33,18.72,13.41,15.26
392,United States_2013,12.6,8.1,1.8805,81.2,76.4,78.7414634146342,0.732627182638512,304881000.0,96.0239191749343,138072000.0,43.4865228345536,4087065.0,44.6799753373082,0.4941717238895,16.9564204988948,9147420.0,59297017,-0.152707219604159,9831510.0,34.3128100601044,81.108,0.939973179249052,USA,16108400000000.0,316400544,646.78,260.52,36.369,1740.833,1427.506,2184.125,54.647,30.777,5474.257,2.53,11.57,21.79,18.85,14.78,15.52
393,Brazil_1992,23.513,6.895,2.717,70.817,63.189,66.9099756097561,1.66019876430836,6700.0,0.0044034467052389,10075924.0,6.62220811045348,2449410.0,29.305682843312,0.341746898177636,6.22124061094933,8358140.0,38510061,-1.32904681756873,8515770.0,18.2042343152902,74.69,2.69377130033097,BRA,1220990000000.0,154259376,302.35,116.19,9.77,41.203,7.983,163.252,7.445,3.948,233.601,1.83,0.49,0.2,1.78,3.14,1.04
394,Afghanistan_1992,50.472,15.746,7.7,50.431,48.427,49.4045609756098,7.24007886047023,0.0,0.0,37000.0,0.293370392092701,380300.0,58.2513862083755,0.627178324717098,12.1159207180713,652860.0,10266581,6.89547039933328,652860.0,19.3181432466379,18.597,8.76263703067803,AFG,12677538816.0,14485543,7.13,2.89,0.046,0.022,0.363,0.927,0.022,0.0,1.379,0.01,0.0,0.01,0.01,0.01,0.01
395,Afghanistan_1995,50.833,14.308,7.796,52.785,50.685,51.7093902439024,8.27812149046478,0.0,0.0,29000.0,0.175917308673852,378130.0,57.9190025426585,0.467272768522303,11.7988542719726,652860.0,13276704,7.91621852955757,652860.0,25.2504641117544,19.462,9.78983730337331,AFG,12307525632.0,18110662,7.83,2.88,0.047,0.015,0.322,0.824,0.022,2.22e-16,1.23,0.01,0.0,0.01,0.01,0.01,0.01
396,Afghanistan_1996,50.978,13.913,7.832,53.464,51.338,52.3750731707317,6.46553135525955,0.0,0.0,29000.0,0.164903216312135,377530.0,57.8270992249487,0.435173901529921,11.7222681738811,652860.0,14111593,6.0985737673306,652860.0,26.9369742364366,19.757,7.96992620182048,AFG,12070125568.0,18853444,8.67,3.12,0.047,0.007,0.308,0.78,0.022,0.001,1.165,0.01,0.0,0.01,0.01,0.01,0.0
397,Afghanistan_1998,51.039,13.227,7.869,54.622,52.448,53.5084878048781,3.23732925546317,0.0,0.0,29000.0,0.152461255651975,377900.0,57.8837729375364,0.404022327477735,11.7712832766596,652860.0,15149265,2.86010950323045,652860.0,29.1352296051221,20.356,4.72705138158625,AFG,11692172288.0,19737770,9.96,3.72,0.047,0.004,0.265,0.691,0.022,0.0,1.029,0.01,0.0,0.01,0.01,0.01,0.0
398,Afghanistan_2000,50.528,12.613,7.809,55.572,53.348,54.4328780487805,2.48334185206468,0.0,0.0,29000.0,0.145093795884349,377530.0,57.8270992249487,0.382897524104457,11.7222681738811,652860.0,15795782,2.09311028501588,652860.0,30.6146356033453,20.97,3.96785196066896,AFG,11283792896.0,20779958,9.56,3.48,0.01,0.004,0.224,0.498,0.022,0.0,0.758,0.0,0.0,0.0,0.0,0.01,0.0
399,Afghanistan_2002,49.281,11.988,7.623,56.423,54.145,55.2562195121951,3.58820389839844,0.0,0.0,29000.0,0.13584549439375,377530.0,57.8270992249487,0.35989687359558,11.768219832736,652860.0,16737515,3.18851694761522,652860.0,32.6988665257482,21.596,5.05283955577839,AFG,18804871168.0,22600774,10.2,3.56,0.011,0.055,0.546,0.44,0.0,2.22e-16,1.052,0.0,0.0,0.01,0.0,0.0,0.0
400,Afghanistan_2004,47.403,11.301,7.321,57.302,54.97,56.1075609756098,4.03124840806881,200000.0,0.865196277129635,36700.0,0.158763516853288,379100.0,58.123668031216,0.336215273292576,11.9160418870644,652230.0,17975806,3.61802781734231,652230.0,35.4417030802018,22.237,5.48986084311707,AFG,22332571648.0,24726690,10.5,3.67,0.01,0.092,0.227,0.561,0.0,0.0,0.889,0.0,0.0,0.0,0.01,0.0,0.0
401,Afghanistan_2005,46.291,10.933,7.136,57.778,55.419,56.5697317073171,3.83007828375228,600000.0,2.49805547198635,31438.33333333333,0.1353886612931572,379110.0,58.125201232694,0.325413359484088,11.9835027520967,652230.0,18599587,3.41126335141031,652230.0,36.8254787421615,22.562,5.28103803596978,AFG,25397688320.0,25654274,10.73,3.82,0.006,0.106,0.33,0.861,0.0,0.0,1.303,0.0,0.0,0.01,0.01,0.0,0.0
402,Afghanistan_2006,45.078,10.55,6.93,58.279,55.896,57.0584390243903,3.44625338842154,1200000.0,4.8268653672611,26176.666666666664,0.1120138057330265,379100.0,58.123668031216,0.313947368262274,11.9666375358386,652230.0,19168962,3.01530323151333,652230.0,38.1166996304984,22.895,4.91140543974186,AFG,28704401408.0,26433058,11.18,3.66,0.012,0.161,0.329,1.133,0.0,0.0,1.635,0.0,0.0,0.01,0.01,0.0,0.01
403,Afghanistan_2009,40.899,9.386,6.196,59.863,57.411,58.6070975609756,2.55890911225605,7898909.0,29.2203737639231,10391.666666666664,0.0418892390526342,379100.0,58.123668031216,0.288322847010918,11.9497723195805,652230.0,20559067,2.0879864142173,652230.0,41.4458043941554,23.946,4.06946814268712,AFG,44358721536.0,28394806,13.39,4.16,0.013,1.513,0.271,4.943,0.0,8.88e-16,6.74,0.0,0.01,0.0,0.04,0.0,0.02
404,Afghanistan_2010,39.414,9.023,5.928,60.379,57.906,59.1123414634146,2.46992920464508,10500000.0,37.8949369729604,5130.0,0.0185143834925035,379100.0,58.123668031216,0.281252613171695,11.9482391181025,652230.0,20971495,1.98620745151596,652230.0,42.4822332612729,24.313,3.99092404697908,AFG,47399424000.0,29185512,15.2,4.58,0.015,2.246,0.271,5.866,0.0,0.0,8.398,0.0,0.02,0.0,0.05,0.0,0.03
405,Afghanistan_2012,36.556,8.375,5.395,61.352,58.84,60.0653658536585,2.46143726536565,17558265.0,60.326319991974,13509.0,0.0464139399178437,379100.0,58.123668031216,0.267681550003642,11.9451727151465,652230.0,21807572,1.94891376371708,652230.0,44.6245649540806,25.074,4.00879896159118,AFG,59166900224.0,31161378,15.63,4.72,0.029,3.125,0.308,6.756,0.0,0.001,10.219,0.0,0.02,0.0,0.06,0.0,0.03
406,Afghanistan_2013,35.254,8.095,5.141,61.806,59.274,60.5091219512195,2.44049378452997,19520813.0,65.4521934557507,90017.0,0.301821962963648,379100.0,58.0675795729559,0.261194340123179,11.9321140826517,652860.0,22228823,1.91325311694529,652860.0,45.6828967925742,25.468,3.99962774512156,AFG,62993698816.0,32269592,15.82,4.77,0.036,3.327,0.297,4.782,0.0,0.0,8.441,0.0,0.02,0.0,0.04,0.0,0.02
407,Kuwait_1994,18.296,2.738,2.182,73.64,71.753,72.6734878048781,-1.799589566752395,64311.0,3.65698669209629,357996.0,20.3571178775591,1420.0,7.9685746352413,0.0025763448526815,0.280583613916947,17820.0,35636,-2.502583742890752,17820.0,100.61094276094248,98.016,-1.7853099057881203,KWT,41613418496.0,1659304,16.55,0.33,0.405,0.0,14.583,39.278,0.96,0.0,55.226,0.07,0.0,0.36,0.43,0.41,0.24
408,Kuwait_1995,19.311,2.797,2.3,73.748,71.877,72.7896829268293,-1.2182042145219474,85195.0,5.1705470298562,372719.0,22.6205894526788,1420.0,7.9685746352413,0.0028643427485667,0.280583613916947,17820.0,33338,-1.9260404395965227,17820.0,94.80948372615023,98.029,-1.203927880757266,KWT,45232791552.0,1605907,16.69,0.36,0.784,0.0,17.811,35.035,0.96,7.11e-15,54.59,0.13,0.0,0.42,0.38,0.41,0.23
409,Kuwait_1996,20.717,2.866,2.467,73.85,71.992,72.8983414634146,-0.6368188622914999,117609.0,7.4148726170669,382287.0,24.1019769589118,1420.0,7.9685746352413,0.0031523406444519,0.280583613916947,17820.0,31040,-1.3494971363022934,17820.0,89.008024691358,98.043,-0.6225458557264112,KWT,49248518144.0,1626858,16.99,0.4,0.798,0.0,17.855,30.301,0.96,0.0,49.914,0.12,0.0,0.41,0.32,0.4,0.21
410,Kuwait_1997,22.178,2.937,2.642,73.948,72.1,73.0014634146341,-0.0554335100610522,151063.0,9.52932166909321,391841.0,24.7180244807739,1430.0,8.02469135802469,0.0037849062983364,0.336700336700337,17820.0,30801,-0.772953833008064,17820.0,88.9586980920314,98.057,-0.0411638306955566,KWT,55092477952.0,1710257,17.54,0.41,0.792,0.0,17.792,35.105,0.982,0.0,54.671,0.12,0.0,0.4,0.36,0.4,0.22
411,Kuwait_1998,23.373,3.004,2.788,74.04,72.199,73.0970487804878,3.15152882345565,210000.0,12.8361936651551,411629.0,25.1607122009243,1430.0,8.02469135802469,0.00366748390433,0.336700336700337,17820.0,31558,2.42799656285399,17820.0,91.8069023569024,98.071,3.16581272061813,KWT,62392897536.0,1831121,17.11,0.44,0.528,0.0,17.981,32.092,0.96,0.0,51.56,0.08,0.0,0.4,0.33,0.41,0.21
412,Kuwait_1999,24.081,3.062,2.878,74.127,72.292,73.1871219512195,5.13535615569428,250000.0,14.5162489083781,427288.0,24.8104758542522,1430.0,8.02469135802469,0.0034838997380107,0.336700336700337,17820.0,32980,4.40741945179756,17820.0,96.6446689113356,98.085,5.14962105224351,KWT,66539048960.0,1951642,15.89,0.48,0.559,0.0,16.456,35.928,0.879,0.001,53.823,0.08,0.0,0.36,0.36,0.39,0.22
413,Kuwait_2000,24.223,3.105,2.903,74.211,72.379,73.2726585365854,5.43525547320882,300000.0,16.4979748735843,455643.0,25.0572892177485,1440.0,8.08080808080808,0.003849527470503,0.392817059483726,17820.0,34568,4.70270814981792,17820.0,102.042929292929,98.099,5.44950424363422,KWT,74939588608.0,2045123,17.3,0.49,0.459,0.0,20.686,31.277,0.964,0.0,53.385,0.06,0.0,0.44,0.3,0.36,0.21
414,Kuwait_2002,23.147,3.146,2.796,74.366,72.546,73.4338048780488,3.82738545822522,877920.0,44.3258723096591,472414.0,23.8520168595035,1510.0,8.47362514029181,0.0065636543195914,0.729517396184063,17820.0,37077,3.02837730093826,17820.0,111.145005611672,98.128,3.84269050408523,KWT,87259471872.0,2136991,16.15,0.53,0.588,0.0,18.151,38.798,0.443,0.001,57.981,0.07,0.0,0.37,0.37,0.15,0.22
415,Kuwait_2003,22.383,3.149,2.718,74.438,72.628,73.5109268292683,3.35751333183759,1227000.0,59.9053232251034,481891.0,23.5271687972847,1510.0,8.47362514029181,0.0058587113178585,0.673400673400673,17820.0,38056,2.60619278542724,17820.0,114.940067340067,98.142,3.37179167509999,KWT,107858000000.0,2161626,18.59,0.55,0.678,0.0,21.152,37.296,0.498,7.11e-15,59.624,0.08,0.0,0.42,0.35,0.17,0.22
416,Kuwait_2004,21.777,3.146,2.66,74.508,72.709,73.5865609756098,3.27173422676164,1420000.0,67.0965571433499,486904.0,23.0067479291026,1510.0,8.47362514029181,0.0056701315895788,0.673400673400673,17820.0,39004,2.46054458428921,17820.0,118.762794612795,98.157,3.28702811653584,KWT,125774000000.0,2200498,19.8,0.56,0.938,0.0,22.764,38.926,0.48,0.001,63.109,0.1,0.0,0.43,0.35,0.15,0.22
417,Kuwait_2005,21.401,3.137,2.63,74.577,72.791,73.6622195121951,3.71553808634431,1774567.0,80.7919175621202,496973.0,22.6260274459063,1500.0,8.41750841750842,0.0050080447409611,0.617283950617284,17820.0,40151,2.89831417099829,17820.0,123.25847362514,98.172,3.73081846786671,KWT,146114000000.0,2270196,20.86,0.6,0.747,0.0,25.527,44.888,0.004,0.0,71.166,0.08,0.0,0.47,0.4,0.0,0.24
418,Kuwait_2006,21.263,3.123,2.628,74.649,72.871,73.7383170731707,4.44555235459779,1382084.0,60.187065009402,504806.0,21.9833176124868,1500.0,8.41750841750842,0.004790285649088,0.617283950617284,17820.0,41632,3.62217556472392,17820.0,128.861616161616,98.187,4.46081967840189,KWT,166330000000.0,2373661,21.39,0.63,0.776,0.0,26.234,45.881,0.498,0.001,73.39,0.07,0.0,0.48,0.41,0.15,0.24
419,Kuwait_2010,21.435,3.018,2.683,75.015,73.17,74.07,5.32807556548025,2618413.0,91.870852341425,528497.0,18.5430907385069,1510.0,8.47362514029181,0.0039296839200842,0.628507295173962,17820.0,49934,4.41996433343935,17820.0,159.938383838384,98.248,5.34434453606483,KWT,210626000000.0,2991884,20.14,0.75,0.717,0.0,28.132,60.005,0.418,0.0,89.272,0.06,0.0,0.45,0.53,0.11,0.27
420,Kuwait_2012,21.107,2.949,2.652,75.256,73.308,74.258243902439,4.35382028051229,4934160.0,157.908026517703,514696.0,16.4718269404632,1520.0,8.5297418630752,0.0035203323193709,0.617283950617284,17820.0,53776,3.42760998492634,17820.0,175.348204264871,98.279,4.3701161111208,KWT,269770000000.0,3348852,23.36,0.82,0.835,0.0,34.731,64.072,0.436,0.0,100.074,0.06,0.0,0.53,0.56,0.12,0.29
421,Ireland_1992,14.9,8.9,2.08,77.847,72.192,74.9505365853659,0.574927781205802,32000.0,0.904570370062565,1048000.0,29.624679619549,44420.0,64.4796051676586,0.291152116370304,14.9368558571636,68890.0,1518095,0.249504895781856,70280.0,51.3025838292931,57.046,0.82066259645767,IRL,71167893504.0,3529847,15.78,9.85,0.753,13.765,4.517,14.024,0.0,0.435,33.494,0.14,0.16,0.11,0.15,0.0,0.15
422,Ireland_1993,14.4,8.7,1.99,78.024,72.386,75.136243902439,0.6822567779864,44000.0,1.23969293932886,1113000.0,31.3585963971142,44130.0,64.0586442154159,0.281865879053403,14.5594425896357,68890.0,1520695,0.171120783894276,70280.0,51.6537959065176,57.265,1.06541046629316,IRL,73646604288.0,3546929,15.91,10.18,0.729,13.196,5.221,13.991,0.0,0.579,33.716,0.13,0.15,0.13,0.15,0.0,0.15
423,Ireland_1994,13.8,9.0,1.9,78.176,72.554,75.2964390243903,0.499840487112985,61100.0,1.71344521672558,1170000.0,32.8106530862345,44040.0,63.9280011612716,0.286052947477827,14.8497604877341,68890.0,1520483,-0.0139419659318426,70280.0,51.9126288285673,57.484,0.881546820397917,IRL,78875959296.0,3567918,15.94,10.37,0.859,12.557,5.152,15.777,0.0,0.493,34.838,0.14,0.15,0.13,0.17,0.0,0.15
424,Ireland_1995,13.4,8.6,1.85,78.309,72.703,75.4376341463415,0.394187638653739,88000.0,2.4535457360442,1240000.0,34.5726899169865,43900.0,63.7247786326027,0.282420887336348,14.7191174335898,68890.0,1518661,-0.119902197347923,70280.0,52.1176658440993,57.702,0.772722847184582,IRL,87428767744.0,3592180,16.0,10.35,0.879,12.668,5.528,16.077,0.0,0.7,35.852,0.14,0.14,0.13,0.17,0.0,0.15
425,Ireland_1996,13.5,8.9,1.84,78.434,72.845,75.5713414634146,0.512695055318523,158000.0,4.37561861000444,1310000.0,36.2788631588975,43890.0,63.7102627376978,0.285410191249767,14.9513717520685,68890.0,1518600,-0.0040167769584624,70280.0,52.3855566845696,57.92,0.88977767525318,IRL,96464093184.0,3619633,15.98,10.22,0.983,13.074,6.179,16.533,0.0,0.7,37.469,0.15,0.14,0.14,0.17,0.0,0.16
426,Ireland_1998,14.4,8.6,1.93,78.7,73.4,75.9853658536586,1.00281473521859,545000.0,14.8509496024169,1558000.0,42.4546412487441,44310.0,64.3199303237045,0.281696197591239,15.0239512265931,68890.0,1528639,0.401356746509044,70280.0,53.3338800987081,58.395,1.4335564661674,IRL,118272000000.0,3687821,16.43,10.75,1.059,11.893,6.721,20.501,0.0,0.534,40.708,0.16,0.14,0.15,0.21,0.0,0.17
427,Ireland_1999,14.5,8.5,1.94,79.1,73.4,76.1804878048781,1.04307683611147,946000.0,25.5219315947484,1633000.0,44.0563576048881,44160.0,64.1021919001306,0.292240463533777,15.7497459718392,68890.0,1535385,0.440336687976715,70280.0,53.8931049499202,58.645,1.4703088915699,IRL,132615000000.0,3731472,16.49,10.72,1.166,10.289,7.19,23.185,0.038,0.572,42.44,0.17,0.12,0.16,0.23,0.02,0.17
428,Ireland_2000,14.4,8.7,1.9,78.9,73.4,76.0829268292683,1.12729955649471,1677000.0,44.7095200884913,1737000.0,46.30914513638,44180.0,64.1312236899405,0.286567596661967,15.6191029176949,68890.0,1543367,0.518522952421342,70280.0,54.5040789664683,58.896,1.55437617393688,IRL,147423000000.0,3783095,16.97,10.61,1.701,11.107,8.209,23.657,0.0,0.575,45.249,0.24,0.12,0.17,0.23,0.0,0.18
429,Ireland_2002,15.0,7.8,1.94,79.9,74.5,77.1341463414634,1.59215149039299,2970000.0,76.8267897343888,1860000.0,48.1137471063849,44100.0,64.0150965307011,0.307275047119387,17.244883147046,68890.0,1569888,0.980787223877555,70280.0,56.1219770648861,59.395,2.01226812950227,IRL,168846000000.0,3907995,16.97,10.68,1.86,11.315,8.633,23.796,0.0,0.477,46.081,0.24,0.12,0.18,0.23,0.0,0.18
430,Ireland_2004,15.4,7.3,1.96,80.7,75.7,78.1390243902439,1.62895096193019,3500000.0,87.267606364252,1955000.0,48.7451915548893,43700.0,63.4344607345043,0.295757234855015,17.1577877776165,68890.0,1601606,0.942611959089625,70280.0,58.0130788213093,59.925,2.09058467764551,IRL,191105000000.0,4058131,16.6,9.76,2.295,10.207,8.757,24.455,0.0,0.452,46.166,0.25,0.09,0.17,0.22,0.0,0.16
431,Ireland_2005,15.2,7.0,1.93,81.1,76.1,78.5390243902439,1.82831381790901,3860000.0,94.4737737377594,2015000.0,49.3172678967837,43050.0,62.4909275656844,0.296049738321513,17.4916533604297,68890.0,1619883,1.1347048588372,70280.0,59.0834954274931,60.202,2.28949668426784,IRL,204429000000.0,4141217,16.12,9.51,2.357,11.16,8.4,25.776,0.0,0.463,48.156,0.25,0.1,0.16,0.23,0.0,0.16
432,Ireland_2007,15.3,6.7,1.91,81.7,76.9,79.2414634146342,2.70878096823738,4690135.0,110.98011312547,2176646.0,51.504790227595,42600.0,61.837712294963,0.269762059568984,16.7368268253738,68890.0,1677513,2.0105228107548,70280.0,62.0429235012339,60.752,3.16248727319972,IRL,229784000000.0,4324649,15.43,9.18,2.374,9.671,10.208,24.828,0.0,0.583,47.664,0.21,0.08,0.18,0.22,0.0,0.15
433,Ireland_2008,16.2,6.4,2.01,82.1,77.3,79.6414634146341,2.87818467999999,4970719.0,115.853073869308,2258626.0,52.6420352510653,42760.0,62.0699666134417,0.240967032527367,15.3868485992161,68890.0,1714488,2.18021543101413,70280.0,63.8545797648425,61.025,3.32652155693648,IRL,222240000000.0,4415871,15.2,9.14,2.107,9.644,10.772,24.387,0.0,0.457,47.367,0.19,0.07,0.18,0.22,0.0,0.15
434,Ireland_2010,16.7,6.3,2.06,82.7,77.8,80.190243902439,1.01566327592341,4704497.0,106.667729301187,2131901.0,48.3378007818753,41890.0,60.8070837567136,0.240112449356448,15.8078095514588,68890.0,1742990,0.312998293475565,70280.0,65.8350268544056,61.569,1.45677859333084,IRL,221368000000.0,4554330,14.42,8.94,1.105,8.427,11.365,20.275,0.0,0.622,41.794,0.09,0.06,0.18,0.18,0.0,0.13
435,Ireland_2011,16.5,6.1,2.05,83.1,78.5,80.7439024390244,0.544884384079014,4701474.0,105.235809874784,2077978.0,46.5125825926048,45680.0,66.3086079256786,0.22170299035888,14.675569748875,68890.0,1740155,-0.162783956799371,70280.0,66.1947307301495,61.84,0.984081557358955,IRL,223964000000.0,4591115,14.43,8.82,0.966,8.354,9.85,18.365,0.0,0.562,38.097,0.07,0.06,0.15,0.16,0.0,0.11
436,Pakistan_1993,38.728,9.616,5.767,62.49,61.066,61.7606341463415,2.6454248059227,13500.0,0.0115098007573347,1243569.0,1.06023936429614,260600.0,33.8055209630552,0.175631033778588,26.7227065172271,770880.0,80840713,2.28191232702811,796100.0,152.152532171025,31.077,3.45637422927332,PAK,338978000000.0,117086680,77.96,30.56,3.379,8.464,26.949,38.384,0.0,0.0,77.176,0.61,0.1,0.66,0.42,0.0,0.34
437,Pakistan_1996,36.249,9.007,5.359,63.319,61.825,62.5537804878049,2.58960452714531,40964.0,0.0323341516879483,2127344.0,1.67917839050011,265500.0,34.4411581569116,0.165633199643567,27.2208385222084,770880.0,86356683,2.21766645545699,796100.0,164.34409635741,31.836,3.39064300536281,PAK,391435000000.0,127349296,84.74,36.0,3.602,9.357,30.403,50.177,0.0,0.0,93.539,0.56,0.1,0.69,0.52,0.0,0.39
438,Pakistan_2000,32.273,8.223,4.669,64.408,62.855,63.6125609756098,2.47824282203097,265614.0,0.188940993039442,2874000.0,2.0443817494385,268800.0,34.8692403486924,0.15104524031864,27.5451432129514,770880.0,94365998,2.0783053096581,796100.0,182.363529991698,32.874,3.29988372444968,PAK,459799000000.0,142343584,93.46,39.91,3.989,8.189,36.369,55.392,1.48,0.001,105.42,0.56,0.09,0.77,0.54,0.55,0.42
439,Pakistan_2001,31.192,8.031,4.474,64.685,63.125,63.8859756097561,2.28664962878347,306493.0,0.213090946498184,3053460.0,2.12293488430191,269500.0,34.9600456621005,0.148033802822228,27.6203819012038,770880.0,96144510,1.86715545314425,796100.0,186.581587276878,33.155,3.13779550894247,PAK,477965000000.0,145978400,94.86,40.34,4.414,8.042,37.856,55.088,1.726,0.0,107.126,0.59,0.09,0.79,0.53,0.63,0.42
440,Pakistan_2002,30.205,7.853,4.29,64.962,63.398,64.1609268292683,2.0813826593713,742606.0,0.505665777191908,3252000.0,2.21439781987768,271600.0,35.2324616023246,0.146319127778387,27.8746367787464,770880.0,97739262,1.64509690482471,796100.0,190.505760948526,33.446,2.95524884632192,PAK,504825000000.0,149549680,97.46,41.52,4.395,10.08,44.77,53.659,0.0,0.0,112.904,0.56,0.11,0.91,0.52,0.0,0.43
