,Country,Year,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People,Data.Infrastructure.Telephone Lines,Data.Infrastructure.Telephone Lines per 100 People,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Data.Urban Development.Population Density,Data.Urban Development.Urban Population Percent,Data.Urban Development.Urban Population Percent Growth,Country_Year
3845,Algeria,1983,42.462,9.692,6.576,62.2,59.44,60.7863414634146,3.24290178275626,20766568.0,0.0,0.0,408211.0,1.96571238925951,391070.0,16.4195084266125,0.33134988891761,2.88906429753038,2381740.0,11358690,1.64144698910281,2381740.0,8.71907429022479,45.303,5.21124396437252,Algeria_1983
3846,Algeria,1984,41.469,8.96,6.392,63.481,60.607,62.0089512195122,3.25330683008229,21453278.0,0.0,0.0,445779.0,2.07790622952819,392820.0,16.4929841208528,0.307272389795163,2.76772443675632,2381740.0,11544223,1.62020489372169,2381740.0,9.00739711303501,46.189,5.19015621858809,Algeria_1984
3847,Algeria,1985,40.347,8.305,6.192,64.624,61.682,63.1171219512195,3.19818479114932,22150483.0,0.0,0.0,465309.0,2.10067202597794,396100.0,16.6306985649147,0.312182808835365,2.9033395752685,2381740.0,11722257,1.53042037208366,2381740.0,9.30012637819409,47.079,5.10671826858225,Algeria_1985
3848,Algeria,1986,39.116,7.744,5.976,65.598,62.627,64.0762682926829,3.09796426246597,22847437.0,0.0,0.0,537056.0,2.35061814592158,390510.0,16.3959962044556,0.302440925868403,2.90124026971878,2381740.0,11887978,1.40382949678929,2381740.0,9.59275025821458,47.968,4.96867507308727,Algeria_1986
3849,Algeria,1987,37.8,7.282,5.747,66.391,63.416,64.8672195121951,2.98359460363072,23539383.0,0.0,0.0,578571.0,2.45788515357433,386880.0,16.2435866215456,0.29597207369454,2.92517235298563,2381740.0,12038040,1.25439985631185,2381740.0,9.88327147379647,48.86,4.82608921716509,Algeria_1987
3851,Algeria,1989,35.041,6.598,5.263,67.559,64.569,66.0275365853659,2.76497815002808,24904931.0,0.0,0.0,697209.0,2.79948175724719,388170.0,16.2977487047285,0.28512425912764,2.98143374171824,2381740.0,12325201,1.18325393955709,2381740.0,10.4566119727594,50.511,4.33934837170757,Algeria_1989
3852,Algeria,1990,33.644,6.351,5.014,67.98,64.961,66.4336829268293,2.66118985892781,25576596.0,0.0,0.0,749851.0,2.93178576226485,387600.0,16.2738166214616,0.278731383957427,2.9931898527967,2381740.0,12456314,1.0581614836504,2381740.0,10.7386179851705,51.298,4.20724887845323,Algeria_1990
3854,Algeria,1992,30.795,5.994,4.503,68.594,65.488,67.0031219512195,2.46168466819908,26893663.0,4781.0,0.0177774221384421,883120.0,3.28374755049173,386220.0,16.2158757882892,0.2699520701215,3.04819165819947,2381740.0,12674714,0.807673436245311,2381740.0,11.2916031976622,52.871,3.95948557906467,Algeria_1992
3856,Algeria,1994,27.795,5.741,3.971,69.038,65.881,67.421,2.23524731794854,28157560.0,4781.0,0.016979454185661,1068094.0,3.7932761219367,388620.0,16.316642454676,0.26753028316374,3.16281374121441,2381740.0,12828866,0.533431387995439,2381740.0,11.8222643949382,54.439,3.68213384217933,Algeria_1994
3858,Algeria,1996,24.803,5.528,3.449,69.457,66.316,67.8481951219512,1.93817441899782,29315463.0,4691.0,0.0160017940020255,1176316.0,4.01261272932991,396490.0,16.6470731482026,0.256485800684779,3.15693568567518,2381740.0,12899683,0.185556450079417,2381740.0,12.3084228337266,55.997,3.33728059283413,Algeria_1996
3860,Algeria,1998,22.143,5.357,2.987,69.9,66.791,68.3075853658537,1.66228249629071,30345466.0,17400.0,0.0573397027417539,1400343.0,4.61466961818942,396900.0,16.6642874537103,0.252096968950815,3.21193749107795,2381740.0,12883471,-0.135112928724033,2381740.0,12.7408810365531,57.544,3.0094248664209,Algeria_1998
3861,Algeria,1999,21.054,5.3,2.794,70.118,67.01,68.5260975609756,1.55308281030834,30820435.0,18000.0,0.0584028096942824,1477000.0,4.79227499546973,398260.0,16.7213885646628,0.248568847259943,3.21655596328734,2381740.0,12848115,-0.274806397478035,2381740.0,12.9403020480825,58.313,2.88059914720505,Algeria_1999
3862,Algeria,2000,20.184,5.265,2.634,70.331,67.211,68.7329512195122,1.46825183663181,31276295.0,72000.0,0.230206295214954,1600000.0,5.11569544922121,397310.0,16.6815017592181,0.245329569886715,3.22159429660668,2381740.0,12786375,-0.481695710581942,2381740.0,13.1316999336619,59.118,2.83929222020307,Algeria_2000
3863,Algeria,2001,19.595,5.252,2.514,70.539,67.398,68.9301951219512,1.40695635015297,31719449.0,86000.0,0.27112702998088,1761327.0,5.55282974808295,400210.0,16.8032614811021,0.241555267873663,3.21697582439729,2381740.0,12713472,-0.571793223925353,2381740.0,13.3177630639784,59.919,2.75277899176139,Algeria_2001
3865,Algeria,2003,19.405,5.288,2.407,70.932,67.756,69.3052682926829,1.30644089467674,32572977.0,450244.0,1.38226235815044,1950000.0,5.98655750747007,398550.0,16.7335645368512,0.231695125686547,3.16869179675363,2381740.0,12540270,-0.722250257800687,2381740.0,13.6761262774274,61.501,2.59765031620746,Algeria_2003
3866,Algeria,2004,19.752,5.33,2.412,71.114,67.936,69.486243902439,1.31288408147539,33003442.0,1446927.0,4.3841699905119,2079464.0,6.30074887340539,399057.0,16.7548514951254,0.227361134029596,3.15051181069302,2381740.0,12447578,-0.741900024035699,2381740.0,13.8568617901198,62.284,2.57799652096933,Algeria_2004
3867,Algeria,2005,20.332,5.384,2.448,71.286,68.119,69.6638780487805,1.37790329436379,33461345.0,4882414.0,14.5912066595052,2486720.0,7.43161997821666,411450.0,17.27518536868,0.223930030308106,3.14601929681661,2381740.0,12360286,-0.70374749126907,2381740.0,14.0491174519469,63.061,2.61769757610952,Algeria_2005
3869,Algeria,2007,21.918,5.517,2.58,71.61,68.483,70.0083658536585,1.59584524322855,34507214.0,20997954.0,60.8509107689772,2841297.0,8.23392175328904,411810.0,17.2903003686381,0.216476473586074,3.13636249128788,2381740.0,12217969,-0.536210552165158,2381740.0,14.4882371711438,64.593,2.78412284132069,Algeria_2007
3870,Algeria,2008,22.759,5.591,2.656,71.765,68.653,70.1710487804878,1.69484782808361,35097043.0,27562721.0,78.532886659426,3068409.0,8.74264250694852,412520.0,17.3201105074441,0.212809950969374,3.13594263017794,2381740.0,12161827,-0.460562502157822,2381740.0,14.7358834297614,65.348,2.85692707922188,Algeria_2008
3871,Algeria,2009,23.516,5.666,2.725,71.92,68.81,70.3270731707317,1.77443946856356,35725377.0,27031472.0,75.6646234971852,3069140.0,8.59092403699477,413090.0,17.344042590711,0.20962689910872,3.14433985237683,2381740.0,12111975,-0.410747933837014,2381740.0,14.9996964404175,66.097,2.91408862789023,Algeria_2009
3873,Algeria,2011,24.514,5.802,2.817,72.229,69.081,70.6166097560976,1.85043776574628,37062820.0,32780165.0,88.4448754843803,2922731.0,7.88588402069783,413730.0,17.3709137017475,0.202413092150031,3.14979804680612,2381740.0,12035780,-0.294287787899596,2381740.0,15.5612367428855,67.526,2.89847281504098,Algeria_2011
3875,Algeria,2013,24.579,5.895,2.82,72.534,69.309,70.8821707317073,1.88541525502768,38481705.0,37527703.0,97.520894669298,3231332.0,8.39706036933655,414320.0,17.3956855072342,0.196067196087076,3.16785207453374,2381740.0,11979355,-0.215705358919036,2381740.0,16.1569713738695,68.87,2.84982826608297,Algeria_2013
3876,El Salvador,1960,36.3435,11.235,4.774,63.128,59.1505,61.090743902439,2.3938160274965297,20627337.5,18763851.5,48.760447334649,2771456.0,7.251213213602268,280386.6666666666,31.613110881721266,0.1876106209128193,9.913659976147994,1594776.6666666665,6844515,1.193448346650597,1594840.0,56.47649410536134,53.6075,3.1178432691435303,El Salvador_1960
3877,El Salvador,1961,48.108,16.575,6.728,53.722,48.992,51.2993170731707,2.90221679996538,2772970.0,0.0,0.0,2311580.0,6.105366057867986,146453.3333333333,45.83053625620833,0.1791540457385626,16.659467877762246,807813.3333333333,1709675,2.60260205222023,807940.0,96.79601683685316,38.345,3.38585827220409,El Salvador_1961
3878,El Salvador,1962,48.002,16.109,6.749,54.55,49.627,52.0284634146342,3.05036462135546,2858859.0,0.0,0.0,1851704.0,4.959518902133703,12520.0,60.0479616306954,0.170697470564306,23.4052757793765,20850.0,1757741,2.77261679303399,21040.0,137.115539568345,38.516,3.49534499707862,El Salvador_1962
3879,El Salvador,1963,47.78,15.657,6.752,55.341,50.224,52.7200975609756,3.16083134023587,2950666.0,0.0,0.0,1391828.0,3.8136717463994207,12520.0,60.0479616306954,0.165386390733482,23.4052757793765,20850.0,1811296,3.00131492536834,21040.0,141.518752997602,38.614,3.41494507774767,El Salvador_1963
3880,El Salvador,1964,47.438,15.219,6.736,56.089,50.775,53.3671951219512,3.20514337051594,3046771.0,0.0,0.0,931952.0,2.6678245906651386,12580.0,60.3357314148681,0.160169569685414,23.4052757793765,20850.0,1867305,3.045360374659,21040.0,146.128105515588,38.712,3.45863156061451,El Salvador_1964
3881,El Salvador,1965,46.986,14.797,6.699,56.791,51.276,53.966243902439,3.17194661203155,3144962.0,0.0,0.0,472076.0,1.5219774349308557,12580.0,60.3357314148681,0.154214899893862,23.2613908872902,20850.0,1924371,3.01029461952723,21040.0,150.837505995204,38.811,3.42733740016777,El Salvador_1965
3884,El Salvador,1968,45.198,13.655,6.487,58.632,52.46,55.4707317073171,2.88469318174189,3439514.0,0.0,0.0,18800.0,0.5329899390578754,12410.0,59.5203836930456,0.133739824870607,22.0623501199041,20850.0,2094458,2.72228369951132,21040.0,164.964700239808,39.106,3.1381159153903,El Salvador_1968
3886,El Salvador,1970,43.949,13.026,6.3,59.674,52.973,56.2417804878049,2.74829096607178,3635882.0,0.0,0.0,25400.0,0.6898495989191777,12370.0,59.3285371702638,0.125141575001609,21.8225419664269,20850.0,2206871,2.58697218574339,21040.0,174.382829736211,39.303,2.99793352823574,El Salvador_1970
3887,El Salvador,1971,43.375,12.76,6.203,60.146,53.13,56.5524390243903,2.70620795880836,3735620.0,0.0,0.0,28700.0,0.768279428849829,12350.0,59.2326139088729,0.120461931352761,21.5827338129496,20850.0,2263711,2.54298268351101,21040.0,179.166426858513,39.402,2.95776011347393,El Salvador_1971
3888,El Salvador,1972,42.848,12.531,6.106,60.583,53.205,56.8040243902439,2.66292265174911,3836433.0,0.0,0.0,32580.0,0.8419190922691472,12780.0,61.294964028777,0.127201491593884,23.4052757793765,20850.0,2320889,2.49447999187039,21040.0,184.001582733813,39.504,2.92142526730625,El Salvador_1972
3890,El Salvador,1974,41.885,12.182,5.914,61.355,53.105,57.1293902439024,2.52042293253335,4038088.0,0.0,0.0,40340.0,0.9891984191077836,12880.0,61.7745803357314,0.120849273220395,23.4052757793765,20850.0,2402541,1.683533037067,21040.0,193.673285371703,40.503,3.76261642746229,El Salvador_1974
3891,El Salvador,1975,41.423,12.054,5.817,61.698,52.942,57.2132195121951,2.41219793905231,4136679.0,0.0,0.0,44220.0,1.0628380825271018,12980.0,62.2541966426859,0.117969027811924,23.4052757793765,20850.0,2440392,1.5631754865657,21040.0,198.401870503597,41.006,3.64644397788798,El Salvador_1975
3892,El Salvador,1976,40.952,11.958,5.718,62.007,52.692,57.2359024390244,2.28700092058028,4232375.0,0.0,0.0,48100.0,1.13647774594642,13080.0,62.7338129496403,0.115301692312236,23.4052757793765,20850.0,2475516,1.42901770001283,21040.0,202.991606714628,41.51,3.50858108064103,El Salvador_1976
3893,El Salvador,1977,40.449,11.899,5.615,62.273,52.336,57.1833170731707,2.1637740840037,4324952.0,0.0,0.0,55000.0,1.27169041413639,13000.0,62.7413127413127,0.109827808493597,22.9247104247104,20720.0,2507737,1.29318936990106,21040.0,208.733204633205,42.017,3.3777553768592,El Salvador_1977
3895,El Salvador,1979,39.298,11.85,5.389,62.714,51.413,56.9256829268293,1.92884631085439,4500401.0,0.0,0.0,64162.0,1.4256951769409,13500.0,65.1544401544402,0.114434247081538,24.8552123552124,20720.0,2563698,1.03927897193751,21040.0,217.20082046332,43.034,3.11870932226178,El Salvador_1979
3896,El Salvador,1980,38.644,11.826,5.266,62.932,50.957,56.7984634146342,1.80768874846711,4582494.0,0.0,0.0,67095.0,1.46415903654211,14000.0,67.5675675675676,0.12220419710315,27.027027027027,20720.0,2587047,0.906632339087528,21040.0,221.162837837838,43.545,2.98810426174317,El Salvador_1980
3897,El Salvador,1981,37.946,11.761,5.137,63.205,50.631,56.7646585365854,1.68913629231123,4660556.0,0.0,0.0,68833.0,1.47692678727602,14100.0,68.0501930501931,0.119728204102686,26.9305019305019,20720.0,2607208,0.776284616165807,21040.0,224.930308880309,44.058,2.86035463144755,El Salvador_1981
3898,El Salvador,1982,37.221,11.619,5.004,63.583,50.551,56.9080731707317,1.57384130943999,4734486.0,0.0,0.0,72690.0,1.53533033997777,13700.0,66.1196911196911,0.108987543737588,24.9034749034749,20720.0,2624278,0.652589362960109,21040.0,228.498359073359,44.571,2.73148891195645,El Salvador_1982
3899,El Salvador,1983,36.491,11.382,4.87,64.095,50.781,57.2756341463415,1.47154023152532,4804671.0,0.0,0.0,79603.0,1.65678357581612,13410.0,64.7200772200772,0.0996946513091115,23.1177606177606,20720.0,2638437,0.538088578355862,21040.0,231.885666023166,45.086,2.62036551561098,El Salvador_1983
3900,El Salvador,1984,35.779,11.044,4.738,64.752,51.349,57.8870487804878,1.39360754131594,4872098.0,0.0,0.0,80448.0,1.65119831333442,13370.0,64.527027027027,0.0964676818898142,22.6833976833977,20720.0,2650324,0.449520029985774,21040.0,235.139864864865,45.602,2.53157998889651,El Salvador_1984
3902,El Salvador,1986,34.451,10.098,4.485,66.46,53.452,59.7973658536585,1.32207551184972,5003828.0,0.0,0.0,90496.0,1.80853538530901,13670.0,65.9749034749035,0.0999234985694952,24.1312741312741,20720.0,2670243,0.357910591626595,21040.0,241.49749034749,46.636,2.43686357397034,El Salvador_1986
3903,El Salvador,1987,33.852,9.533,4.367,67.459,54.889,61.0207073170732,1.29326461234843,5068961.0,0.0,0.0,91122.0,1.79764649994348,13870.0,66.9401544401544,0.102585125433003,25.0965250965251,20720.0,2678692,0.315913617452811,21040.0,244.640974903475,47.155,2.40002001972421,El Salvador_1987
3904,El Salvador,1988,33.293,8.955,4.255,68.487,56.44,62.3165853658537,1.26709122285388,5133598.0,0.0,0.0,98107.0,1.9110767925342,13870.0,66.9401544401544,0.101293478764796,25.0965250965251,20720.0,2686206,0.280117344757035,21040.0,247.760521235521,47.674,2.36170558779222,El Salvador_1988
3905,El Salvador,1989,32.762,8.404,4.148,69.489,57.989,63.598756097561,1.27774218769826,5199613.0,0.0,0.0,105672.0,2.03230509655238,14070.0,67.9054054054054,0.103853882971675,26.0617760617761,20720.0,2693712,0.279037891294129,21040.0,250.946573359073,48.194,2.36253827169146,El Salvador_1989
3906,El Salvador,1990,32.252,7.905,4.047,70.426,59.454,64.8061951219512,1.33281292811989,5269378.0,0.0,0.0,119867.0,2.27478461404743,14070.0,67.9054054054054,0.102478888400111,26.0617760617761,20720.0,2702506,0.325932265339249,21040.0,254.31361003861,48.713,2.40396864857228,El Salvador_1990
3907,El Salvador,1991,31.761,7.481,3.951,71.259,60.755,65.8789024390244,1.41043967371689,5344226.0,0.0,0.0,124969.0,2.33839287485222,14100.0,68.0501930501931,0.102914809366221,26.5444015444015,20720.0,2713103,0.39135076128635,21040.0,257.925965250965,49.233,2.47227142587588,El Salvador_1991
3908,El Salvador,1992,31.285,7.146,3.862,71.961,61.837,66.7755365853659,1.50551814253762,5425293.0,0.0,0.0,129964.0,2.3955203894057,14280.0,68.9189189189189,0.104141840818551,27.2683397683398,20720.0,2725993,0.473976709790239,21040.0,261.838465250965,49.754,2.55817288870747,El Salvador_1992
3910,Chile,1980,22.86,6.962,2.718,71.781,65.054,68.3354634146342,1.39609416414222,11031280.0,0.0,0.0,351000.0,3.18186103516546,169000.0,22.7293512585874,0.352542950591409,5.23044065352937,743532.0,2129589,-1.45837661290969,756096.0,14.8363217722976,80.695,2.09123151944194,Chile_1980
3911,Chile,1981,22.835,6.749,2.675,72.52,65.756,69.055512195122,1.44986733195702,11192384.0,0.0,0.0,363000.0,3.24327685683408,168500.0,22.6621046572306,0.342733058479766,5.1591592560912,743532.0,2099355,-1.42988486619072,756096.0,15.0529957015972,81.243,2.12668173147786,Chile_1981
3913,Chile,1983,23.149,6.397,2.65,73.809,67.043,70.3434878048781,1.57202409152548,11543263.0,0.0,0.0,404196.0,3.50157490130823,166000.0,22.3258716504468,0.310137610136753,4.81485665714455,743532.0,2051700,-0.917260026646275,756096.0,15.5249041063465,82.226,2.11835152845128,Chile_1983
3914,Chile,1984,23.357,6.254,2.651,74.343,67.614,70.8964390243903,1.61886819478857,11731654.0,0.0,0.0,436860.0,3.72377160117405,165500.0,22.25862504909,0.300724859427324,4.74492019173351,743532.0,2069581,0.867745353954354,756096.0,15.7782771958705,82.359,1.78049227310215,Chile_1984
3916,Chile,1986,23.653,6.022,2.657,75.189,68.608,71.818243902439,1.66556029553692,12126956.0,0.0,0.0,537089.0,4.428885534012,164720.0,22.1537203509735,0.283995423088861,4.63194590145414,743532.0,2107180,0.908785776052575,756096.0,16.3099315160612,82.624,1.82544304569887,Chile_1986
3917,Chile,1987,23.692,5.927,2.656,75.52,69.043,72.202512195122,1.67427637403915,12331704.0,0.0,0.0,557987.0,4.52481668389056,164360.0,22.1053027979966,0.27198187695715,4.51090201901196,743532.0,2126602,0.917484000895596,756096.0,16.5853036587531,82.755,1.83270511948839,Chile_1987
3919,Chile,1989,23.551,5.763,2.649,76.096,69.843,72.893243902439,1.70605488002863,12757095.0,0.0,0.0,625466.0,4.90288737365364,161540.0,21.7260319663444,0.239788133583704,4.11414707100703,743532.0,2166920,0.94947510022864,756096.0,17.1574256387082,83.014,1.86157123016466,Chile_1989
3920,Chile,1990,23.359,5.688,2.64,76.371,70.224,73.2225365853659,1.74016276288518,12981032.0,4886.0,0.0376395343605963,645863.0,4.97543646760905,161690.0,21.7462059467515,0.236498916264901,4.12894132330552,743532.0,2188213,0.97784245235074,756096.0,17.4586056820688,83.143,1.89543210734163,Chile_1990
3922,Chile,1992,22.645,5.552,2.597,76.925,70.937,73.8579756097561,1.8188900977203,13456476.0,36136.0,0.268539846539317,1056027.0,7.84772328208366,157890.0,21.23513177644,0.19953218063927,3.61114249285841,743532.0,2234044,1.05684237187628,756096.0,18.0980455447782,83.398,1.97128611221759,Chile_1992
3924,Chile,1994,21.477,5.443,2.51,77.47,71.548,74.4367804878049,1.82108229720851,13958378.0,85186.0,0.610285808279443,1520291.0,10.8916021617985,154770.0,20.8155129839738,0.165062158368257,3.09872339051984,743532.0,2247857,-0.21956812886361,756096.0,18.7730696190615,83.896,2.21759816069793,Chile_1994
3925,Chile,1995,20.769,5.399,2.453,77.742,71.821,74.7092926829268,1.74948246653631,14204726.0,115691.0,0.814454287960218,1587000.0,11.1723379951151,154500.0,20.7791998192411,0.160228363433409,3.06106529376005,743532.0,2241080,-0.301942537789467,756096.0,19.1043909340822,84.223,2.13848830564793,Chile_1995
3926,Chile,1996,20.015,5.357,2.388,78.027,72.091,74.9866097560976,1.64345402658658,14440103.0,197314.0,1.36643069651234,1818000.0,12.5899378972574,153300.0,20.6178079759849,0.146813357217743,2.85125589752694,743532.0,2231718,-0.418620007961379,756096.0,19.4209569998332,84.545,2.02504591784311,Chile_1996
3928,Chile,1998,18.509,5.262,2.254,78.683,72.698,75.6175121951219,1.42299037764237,14872458.0,409740.0,2.75502543022814,2693286.0,18.1092190678905,152220.0,20.4725553170543,0.133266471487094,2.66565527778226,743532.0,2205288,-0.652700374604353,756096.0,20.0024450864253,85.172,1.78880206370001,Chile_1998
3929,Chile,1999,17.821,5.207,2.192,79.055,73.05,75.9792682926829,1.33548078058091,15072409.0,964248.0,6.39743786145931,3046698.0,20.2137428728215,152190.0,20.4685205209729,0.131299515558528,2.66162048170085,743532.0,2188966,-0.742882640105772,756096.0,20.2713655901831,85.477,1.6929391507978,Chile_1999
3930,Chile,2000,17.207,5.15,2.135,79.448,73.431,76.3661219512195,1.2731884696286,15265536.0,2260687.0,14.8090902278177,3108799.0,20.3648204687998,150600.0,20.2546763286583,0.117912662876692,2.42087764884363,743532.0,2171065,-0.821145564589407,756096.0,20.5311082777876,85.778,1.62470814266894,Chile_2000
3932,Chile,2002,16.25,5.063,2.047,80.216,74.193,77.1310487804878,1.18923918698866,15639289.0,5100783.0,32.6151847440123,3467013.0,22.1686100947428,151500.0,20.3757202111005,0.11189767002835,2.35363104748686,743532.0,2132730,-0.915045013081564,756096.0,21.0337806577256,86.363,1.52559826223289,Chile_2002
3933,Chile,2003,15.89,5.05,2.014,80.548,74.522,77.461512195122,1.1458473239447,15819522.0,6244310.0,39.4721787421896,3467013.0,21.9160414581427,155650.0,20.9338670023617,0.104301507972238,2.21913784477333,743532.0,2112223,-0.96619018072203,756096.0,21.2761817917722,86.648,1.47530453747365,Chile_2003
3934,Chile,2004,15.586,5.063,1.985,80.828,74.795,77.7379268292683,1.10725634457203,15995658.0,7268281.0,45.4390872823112,3252063.0,20.3309110509865,154250.0,20.7455765185628,0.0937754483122858,2.01739804070302,743532.0,2091912,-0.966246708294053,756096.0,21.5130727393038,86.922,1.42298355487152,Chile_2004
3936,Chile,2006,15.11,5.158,1.939,81.236,75.186,78.1372195121951,1.04294338667818,16337749.0,10569572.0,64.6941754338373,3435888.0,21.0303634852023,158850.0,21.364245251045,0.0887515165032833,1.95015143934626,743532.0,2051531,-0.975277231854577,756096.0,21.9731618813985,87.443,1.33613790001415,Chile_2006
3937,Chile,2007,14.922,5.227,1.92,81.387,75.34,78.289756097561,1.01565688362296,16504530.0,12450801.0,75.438688650934,3383597.0,20.5010200229876,158000.0,21.2499260287385,0.0817957251736341,1.81565823663272,743532.0,2031873,-0.962831591737374,756096.0,22.1974709898162,87.689,1.2965848761327,Chile_2007
3939,Chile,2009,14.609,5.359,1.888,81.687,75.694,78.6174146341464,0.96891284456634,16831184.0,14796593.0,87.9117773295093,3529645.0,20.9708657453926,157760.0,21.2176476600873,0.0774752388186119,1.75379136338449,743532.0,1993654,-0.945927633451639,756096.0,22.636798416208,88.155,1.2290186983786,Chile_2009
3940,Chile,2010,14.468,5.411,1.873,81.86,75.922,78.8185853658537,0.949333995791626,16991729.0,16450223.0,96.8131200774212,3564351.0,20.9769765042745,157860.0,21.2310969803586,0.0773317418139143,1.76724068365585,743532.0,1975288,-0.925492541474055,756096.0,22.8527205285045,88.375,1.19858856886696,Chile_2010
3942,Chile,2012,14.191,5.483,1.844,82.267,76.487,79.306512195122,0.915227628831334,17308449.0,22315248.0,128.926907315612,3366325.0,19.449027466297,157890.0,21.23513177644,0.0760900066782414,1.77127547973725,743532.0,1940277,-0.888235678469266,756096.0,23.2786874001388,88.79,1.14525010904383,Chile_2012
3944,Puerto Rico,1980,23.4,6.4,2.664,77.053,70.331,73.6100243902439,1.22802479293144,3168088.0,0.0,0.0,377400.0,12.016812074126,4860.0,54.7914317925592,0.0306178363732321,10.9357384441939,8870.0,1071511,-1.2194006119781,8870.0,357.168883878241,66.178,2.50236354217332,Puerto Rico_1980
3945,Puerto Rico,1981,22.8,6.4,2.607,77.155,70.414,73.7022926829268,1.18958028431993,3206000.0,0.0,0.0,413200.0,12.9623076672113,4750.0,53.5512965050733,0.0230817217716781,8.34272829763247,8870.0,1031210,-3.8336931825371,8870.0,361.443066516347,67.835,3.66260933210638,Puerto Rico_1981
3946,Puerto Rico,1982,22.0,6.5,2.548,77.285,70.478,73.7984878048781,1.13366199009904,3242552.0,0.0,0.0,451600.0,13.9792731582787,4670.0,52.6493799323563,0.0209711363148532,7.6662908680947,8870.0,915308,-11.9227528361571,8870.0,365.563923337091,71.772,6.77526267058698,Puerto Rico_1982
3947,Puerto Rico,1983,21.05,6.5,2.49,77.454,70.532,73.9085853658537,1.07059222662227,3277453.0,0.0,0.0,473792.0,14.4922119104257,4670.0,52.6493799323563,0.0204427035261833,7.55355129650507,8870.0,806057,-12.710616104717,8870.0,369.498647125141,75.406,6.00984383098607,Puerto Rico_1983
3949,Puerto Rico,1985,19.3,6.6,2.387,77.91,70.623,74.1776341463415,0.993257484264671,3344190.0,0.0,0.0,547462.0,16.4014392325691,4640.0,52.3111612175874,0.0197357207574928,7.44081172491545,8870.0,612522,-14.0482437701785,8870.0,377.022547914318,81.684,4.70076789554467,Puerto Rico_1985
3950,Puerto Rico,1986,19.4,7.1,2.344,78.165,70.636,74.3086829268293,0.976322961324904,3377000.0,0.0,0.0,593500.0,17.6127706980474,4610.0,51.9729425028185,0.0186556114894877,7.10259301014656,8870.0,529615,-14.5434532656638,8870.0,380.721533258174,84.317,4.14886175898106,Puerto Rico_1986
3952,Puerto Rico,1988,19.5,7.3,2.279,78.569,70.489,74.4304634146341,0.942762657281243,3441850.0,3917.0,0.114236684878819,696100.0,20.3012908716227,4620.0,52.0856820744081,0.0183041097084417,7.10259301014656,8870.0,390306,-15.4725887093364,8870.0,388.032694475761,88.66,3.250951223178,Puerto Rico_1988
3953,Puerto Rico,1989,19.3,7.35,2.256,78.674,70.317,74.3935853658537,0.926818889529725,3473898.0,8700.0,0.251646403828265,763584.0,22.0865709908968,4620.0,52.0856820744081,0.0221653024930496,8.68094701240135,8870.0,333043,-15.8659436085446,8870.0,391.645772266065,90.413,2.8847363812197,Puerto Rico_1989
3954,Puerto Rico,1990,19.1,7.4,2.236,78.711,70.097,74.2989512195122,0.909864623031999,3505650.0,11600.0,0.332698720085079,812998.0,23.3175339682525,4500.0,50.7328072153326,0.0199677663200833,7.89177001127396,8870.0,283432,-16.1299375282592,8870.0,395.225479143179,91.915,2.5574886455785,Puerto Rico_1990
3955,Puerto Rico,1991,18.5,7.3,2.219,78.698,69.856,74.1691707317073,0.890295757233682,3537000.0,20369.0,0.578996379744763,982187.0,27.9190297625003,4350.0,49.0417136414882,0.0183771557817359,7.32807215332582,8870.0,249641,-12.6948349664407,8870.0,398.759864712514,92.942,2.00145645456832,Puerto Rico_1991
3958,Puerto Rico,1994,17.9,7.8,2.154,78.693,69.376,73.9208780487805,0.842176258032361,3615497.0,95000.0,2.62238823933406,1095446.0,30.2387863918477,3110.0,35.0620067643743,0.0088507887020788,3.60766629086809,8870.0,237755,-1.51731510861002,8870.0,407.609582863585,93.424,1.01037409552337,Puerto Rico_1994
3959,Puerto Rico,1995,17.5,7.7,2.124,78.79,69.393,73.9769024390244,0.928877577460167,3649237.0,175000.0,4.7848616819527,1130238.0,30.9030428439249,3090.0,34.836527621195,0.0090429862461659,3.72040586245772,8870.0,234354,-1.44079389882231,8870.0,411.413416009019,93.578,1.09357929063143,Puerto Rico_1995
3960,Puerto Rico,1996,17.0,8.1,2.088,78.952,69.528,74.1250731707317,0.923749875729803,3683103.0,287000.0,7.77851768555762,1195921.0,32.412866372926,3090.0,34.836527621195,0.0089598363119358,3.72040586245772,8870.0,230967,-1.45579495364726,8870.0,415.231454340474,93.729,1.08499380749645,Puerto Rico_1996
3962,Puerto Rico,1998,16.2,7.7,1.9,79.428,70.132,74.6666341463415,0.929312007272833,3759430.0,367000.0,9.79545907072855,1256646.0,33.5406661018931,2910.0,32.8072153325817,0.0098419175247311,4.17136414881623,8870.0,224814,-1.45019675072896,8870.0,423.836527621195,94.02,1.08258953972192,Puerto Rico_1998
