Country_Year,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Emissions.Production.CH4,Emissions.Production.N2O,Emissions.Production.CO2.Cement,Emissions.Production.CO2.Coal,Emissions.Production.CO2.Gas,Emissions.Production.CO2.Oil,Emissions.Production.CO2.Flaring,Emissions.Production.CO2.Other,Emissions.Production.CO2.Total,Emissions.Global Share.CO2.Cement,Emissions.Global Share.CO2.Coal,Emissions.Global Share.CO2.Gas,Emissions.Global Share.CO2.Oil,Emissions.Global Share.CO2.Flaring,Emissions.Global Share.CO2.Total
Germany_2004,170010.0,48.7400017201342,0.143298213821145,33.9067113901551,348810.0,22091923,-0.164815792575486,357040.0,66.41,46.23,14.068,375.99,173.357,311.614,2.928,9.132,887.089,1.55,3.45,3.29,2.83,0.94,3.1
Germany_2007,169460.0,48.5948612066988,0.144046021113485,34.0272998394127,348720.0,21834702,-0.635835055534887,357100.0,61.37,46.72,14.449,379.385,174.441,271.173,2.988,9.188,851.624,1.29,2.96,3.06,2.41,0.86,2.7
Germany_2008,169500.0,48.6133019760805,0.144372478222329,34.0637278802306,348670.0,21640169,-0.894927547163219,357100.0,61.0,44.39,13.579,356.219,179.834,293.274,2.944,9.077,854.927,1.19,2.69,3.06,2.62,0.81,2.67
Germany_2010,168860.0,48.4380826711798,0.145844487628413,34.2646510427125,348610.0,21218431,-1.01474914751443,357120.0,58.06,37.56,12.431,343.447,184.004,282.159,2.581,8.327,832.949,1.0,2.46,2.97,2.5,0.7,2.5
Germany_2011,167000.0,47.9100324181656,0.144857479976321,33.9845655105144,348570.0,21024031,-0.920407396617643,357127.0,56.15,36.02,13.393,344.696,168.411,271.43,2.673,8.614,809.217,1.0,2.33,2.64,2.39,0.75,2.35
Germany_2012,167190.0,47.9645408382821,0.145175279008243,34.0677625727974,348570.0,20868222,-0.743859340500781,357127.0,55.56,36.1,13.289,349.767,168.062,271.887,2.657,8.323,813.985,0.96,2.34,2.58,2.36,0.73,2.33
Germany_2013,166640.0,47.8108681930338,0.147141795490237,33.9530613415964,348540.0,20357384,-2.47838272041641,357170.0,55.31,36.73,12.503,356.836,170.536,280.302,2.689,8.588,831.454,0.87,2.37,2.6,2.42,0.73,2.36
Indonesia_1992,415240.0,22.9215542319645,0.0994629249595551,9.9808453440938,1811570.0,124318217,0.256258372964833,1910930.0,347.52,62.92,9.777,12.509,52.374,117.107,11.809,0.001,203.577,1.83,0.15,1.32,1.27,4.98,0.9
Indonesia_1994,420160.0,23.1931418603753,0.0964209638120193,10.0073416980851,1811570.0,124453720,0.0082194573130426,1910930.0,355.01,63.54,12.538,26.648,60.309,113.47,9.889,0.001,222.855,2.12,0.31,1.47,1.23,4.17,0.97
Indonesia_1998,435270.0,24.027225003726,0.0924766755328971,10.2121364341428,1811570.0,123219070,-0.396407466927941,1910930.0,383.1,73.68,13.077,32.075,48.028,113.174,9.618,0.0,215.971,2.0,0.37,1.07,1.15,4.16,0.89
Indonesia_2001,471770.0,26.0420519218137,0.0981149025825747,11.3161511837798,1811570.0,121180266,-0.622527931749067,1910930.0,320.53,65.77,18.462,64.629,61.162,149.856,9.233,0.0,303.341,2.47,0.71,1.28,1.44,3.4,1.19
Indonesia_2002,477000.0,26.3307517788438,0.0952963374301024,11.1505489713343,1811570.0,121285207,0.0865616083429788,1910930.0,429.43,69.4,18.137,66.665,59.764,156.843,9.409,0.0,310.818,2.3,0.71,1.21,1.51,3.28,1.19
Indonesia_2003,468810.0,25.8786577388674,0.0933833712447995,11.0848600937309,1811570.0,121354706,0.0572857128419635,1904570.0,337.56,68.91,17.811,89.49,62.662,162.447,8.031,0.0,340.441,2.1,0.87,1.23,1.52,2.79,1.24
Indonesia_2004,494060.0,27.2724763602842,0.1027112087244,12.3682772401839,1811570.0,121391491,0.0303073751401165,1904570.0,414.98,71.85,19.047,82.216,61.886,173.895,7.35,0.0,344.394,2.1,0.75,1.17,1.58,2.36,1.2
Indonesia_2006,492460.0,27.1841551803132,0.0977633282040328,12.1143538477674,1811570.0,121361110,-0.0243886945134655,1904570.0,434.29,75.03,19.047,111.641,57.426,152.499,6.093,0.0,346.706,1.82,0.91,1.04,1.36,1.83,1.13
Indonesia_2008,510000.0,28.1523761157449,0.0952493074422856,12.1441622460076,1811570.0,121196052,-0.0828190545041524,1904570.0,283.75,77.43,20.542,121.845,60.313,158.303,5.291,0.0,366.293,1.8,0.92,1.03,1.41,1.46,1.14
Indonesia_2009,520000.0,28.7043834905634,0.0969077095671163,12.5305674083806,1811570.0,121040638,-0.128315839622836,1904570.0,370.09,81.67,19.437,128.274,64.541,181.26,8.445,0.0,401.957,1.66,0.98,1.12,1.65,2.3,1.27
Indonesia_2010,536000.0,29.5875952902731,0.0993739048185118,13.0273740457173,1811570.0,120823832,-0.179278964016159,1904570.0,276.33,80.53,19.437,153.077,73.73,195.674,10.014,0.0,451.931,1.56,1.1,1.19,1.73,2.73,1.36
Indonesia_2011,546000.0,30.1396026650916,0.098056941458157,13.0273740457173,1811570.0,120521157,-0.250823652844654,1904570.0,316.24,83.9,21.062,181.281,81.553,211.329,9.537,0.0,504.762,1.57,1.23,1.28,1.86,2.69,1.46
Colombia_1994,449030.0,40.4713835060838,0.0828973964488718,2.63452005407841,1109500.0,10641606,0.194746607912293,1141750.0,59.79,18.79,3.92,13.612,8.977,39.56,0.722,0.0,66.791,0.66,0.16,0.22,0.43,0.3,0.29
Colombia_1995,448650.0,40.4371338440739,0.078851894146678,2.55250112663362,1109500.0,10703158,0.576742573662975,1141750.0,61.18,18.87,3.896,14.136,8.295,31.793,0.656,0.0,58.775,0.62,0.16,0.2,0.34,0.28,0.25
Colombia_1999,455430.0,41.0482199188824,0.0661428203692714,2.29923388913925,1109500.0,11008480,0.66004818994194,1141750.0,61.83,18.25,2.879,9.684,11.201,30.393,0.605,0.0,54.761,0.42,0.11,0.24,0.3,0.27,0.22
Colombia_2004,420510.0,37.9008562415502,0.054069479424354,2.0405588102749,1109500.0,11312153,0.470467428030469,1141750.0,64.98,20.77,3.442,7.281,13.349,29.527,0.971,0.0,54.569,0.38,0.07,0.25,0.27,0.31,0.19
Colombia_2006,425570.0,38.3569175304191,0.0469154960216076,1.82604776926543,1109500.0,11408788,0.413764593752231,1141750.0,65.4,21.33,4.117,9.351,14.033,33.973,0.531,7.11e-15,62.005,0.39,0.08,0.25,0.3,0.16,0.2
Colombia_2007,421740.0,38.011716989635,0.0434429854723974,1.71662911221271,1109500.0,11453119,0.387815903213506,1141750.0,67.35,23.1,4.541,8.053,14.033,33.02,0.531,0.001,60.179,0.4,0.06,0.25,0.29,0.15,0.19
Colombia_2008,424360.0,38.2478593961244,0.0449005008945267,1.8008111762055,1109500.0,11494379,0.359603861499643,1141750.0,68.24,22.06,4.439,10.768,17.518,33.441,0.484,1.42e-14,66.65,0.39,0.08,0.3,0.3,0.13,0.21
Colombia_2009,426140.0,38.408292023434,0.0405288353029277,1.64939161784588,1109500.0,11532086,0.327510399053695,1141750.0,69.26,22.21,3.93,11.802,20.097,35.735,0.993,0.0,72.557,0.34,0.09,0.35,0.32,0.27,0.23
Colombia_2011,425030.0,38.3082469580892,0.0379805721191854,1.58990536277603,1109500.0,11594479,0.249342920859796,1141750.0,70.58,22.09,4.588,13.785,21.051,35.341,1.315,1.42e-14,76.08,0.34,0.09,0.33,0.31,0.37,0.22
Colombia_2012,437856.0,39.4642631816133,0.0445635903317145,1.89094186570527,1109500.0,11618575,0.207607397584529,1141750.0,68.93,21.63,5.051,11.541,22.899,38.914,1.323,0.0,79.727,0.37,0.08,0.35,0.34,0.36,0.23
Colombia_2013,426176.0,38.411536728256,0.0332044654891254,1.42767012167643,1109500.0,11638449,0.170907548941453,1141748.0,69.67,20.31,4.79,17.803,22.339,41.509,0.986,0.001,87.428,0.33,0.12,0.34,0.36,0.27,0.25
Libya_1992,154600.0,8.78638735123953,0.415183799115269,1.02867794991873,1759540.0,1056005,2.09092189547852,1759540.0,56.2,1.16,0.941,0.015,9.215,22.929,3.924,0.0,37.024,0.18,0.0,0.23,0.25,1.65,0.16
Libya_1993,154650.0,8.78922900303489,0.40702240349981,1.03151960171408,1759540.0,1077703,2.03390042014699,1759540.0,59.22,1.2,0.94,0.011,8.897,25.533,3.327,0.0,38.708,0.17,0.0,0.22,0.28,1.42,0.17
Libya_1994,154650.0,8.78922900303489,0.398199130719231,1.03151960171408,1759540.0,1099121,1.96788451290908,1759540.0,65.58,1.18,1.551,0.015,9.178,29.605,3.404,0.0,43.752,0.26,0.0,0.22,0.32,1.44,0.19
Libya_1996,155150.0,8.81764552098844,0.393881648885473,1.062777771463,1759540.0,1139713,1.75647621445506,1759540.0,69.88,1.23,1.444,0.015,9.757,29.818,3.481,0.0,44.514,0.23,0.0,0.22,0.31,1.47,0.18
Libya_1997,156660.0,8.90346340520818,0.41923745915639,1.15257396819623,1759540.0,1158643,1.6473016424688,1759540.0,65.39,1.2,1.025,0.015,10.189,30.72,3.557,0.0,45.506,0.16,0.0,0.23,0.31,1.46,0.19
Libya_1998,156660.0,8.90346340520818,0.411831253971339,1.15257396819623,1759540.0,1176426,1.52315360298797,1759540.0,65.4,1.28,1.217,0.0,10.189,31.739,2.664,0.0,45.808,0.19,0.0,0.23,0.32,1.15,0.19
Libya_1999,154500.0,8.78070404764882,0.362330413396044,1.03151960171408,1759540.0,1193151,1.41166779947732,1759540.0,60.7,1.38,1.215,0.0,7.925,33.35,2.565,0.0,45.055,0.18,0.0,0.17,0.33,1.15,0.18
Libya_2001,154500.0,8.78070404764882,0.350644345207909,1.03151960171408,1759540.0,1224375,1.25418226737971,1759540.0,60.48,1.21,1.208,0.0,10.076,34.563,2.616,0.0,48.463,0.16,0.0,0.21,0.33,0.96,0.19
Libya_2002,154500.0,8.78070404764882,0.345143845115416,1.03151960171408,1759540.0,1238892,1.17869220608495,1759540.0,58.22,1.3,1.324,0.0,10.431,33.833,2.598,7.11e-15,48.186,0.17,0.0,0.21,0.33,0.91,0.19
Libya_2003,154500.0,8.78070404764882,0.339862882647687,1.03151960171408,1759540.0,1252642,1.10374890265966,1759540.0,63.54,1.33,1.398,0.0,10.563,34.936,2.576,0.001,49.474,0.16,0.0,0.21,0.33,0.89,0.18
Libya_2004,154500.0,8.78070404764882,0.334709545879366,1.03151960171408,1759540.0,1265909,1.05355203975749,1759540.0,68.64,1.44,1.432,0.0,12.864,34.603,1.729,0.001,50.629,0.16,0.0,0.24,0.31,0.56,0.18
Libya_2005,155850.0,8.85742864612342,0.317777374250953,0.994578128374462,1759540.0,1279056,1.03318646429273,1759540.0,73.97,1.53,1.435,0.0,11.039,39.543,4.972,0.0,56.989,0.15,0.0,0.2,0.36,1.5,0.19
Libya_2008,155850.0,8.85742864612342,0.30265778501543,0.994578128374462,1759540.0,1319766,1.05191085281424,1759540.0,76.77,1.69,2.119,0.0,12.576,31.318,7.578,0.0,53.591,0.19,0.0,0.21,0.28,2.09,0.17
Libya_2011,155850.0,8.85742864612342,0.289705745047025,0.994578128374462,1759540.0,1350560,0.544513789944234,1759540.0,29.85,1.77,1.339,0.0,10.168,35.2,2.506,0.0,49.212,0.1,0.0,0.16,0.31,0.71,0.14
Libya_2013,153550.0,8.72671266353706,0.279464721072274,0.977528217602328,1759540.0,1354756,0.0421566958052301,1759540.0,51.81,1.89,0.778,0.0,13.272,21.616,6.248,7.11e-15,41.914,0.05,0.0,0.2,0.19,1.69,0.12
Finland_1995,24119.0,7.91851341147116,0.451955483259449,7.5501493811353,304590.0,982659,-1.00333613571932,338150.0,8.08,6.0,0.378,24.657,6.509,25.616,0.075,0.905,58.14,0.06,0.28,0.15,0.27,0.03,0.25
Finland_1998,21500.0,7.05866903050002,0.413554131601501,6.97856134475853,304590.0,952617,-1.00520049384255,338150.0,7.62,5.89,0.448,23.718,7.592,26.589,0.064,0.959,59.37,0.07,0.27,0.17,0.27,0.03,0.25
Finland_2000,22014.0,7.22742046685709,0.421471485482262,7.14764109130306,304590.0,932575,-1.08292833936579,338150.0,7.09,5.96,0.505,21.985,7.717,25.847,0.058,0.926,57.038,0.07,0.24,0.16,0.25,0.02,0.23
Finland_2001,22180.0,7.2819199579763,0.422722498260793,7.18375521192423,304590.0,922245,-1.11386622995188,338150.0,6.93,5.86,0.504,26.125,8.388,26.467,0.053,0.999,62.536,0.07,0.29,0.18,0.26,0.02,0.25
Finland_2003,22360.0,7.34101579172002,0.423028274825318,7.22282412423258,304590.0,909949,-0.526224991498565,338150.0,6.44,6.07,0.467,35.015,9.227,26.93,0.056,0.963,72.658,0.06,0.34,0.18,0.25,0.02,0.27
Finland_2008,22950.0,7.54710776414877,0.426379161687516,7.41556775954487,304090.0,890197,-0.349871454068794,338420.0,5.7,6.64,0.62,23.674,8.359,24.934,0.097,0.933,58.617,0.05,0.18,0.14,0.22,0.03,0.18
Finland_2009,22960.0,7.55511681474169,0.424775176868893,7.42678512668641,303900.0,887391,-0.315708964131932,338420.0,5.58,5.52,0.385,22.894,7.499,24.222,0.075,0.862,55.937,0.03,0.18,0.13,0.22,0.02,0.18
Finland_2010,22960.0,7.55511681474169,0.4227485548911,7.42678512668641,303900.0,884704,-0.303257111977241,338420.0,5.68,5.19,0.526,29.141,8.273,25.149,0.096,0.918,64.103,0.04,0.21,0.13,0.22,0.03,0.19
Sweden_1993,33440.0,8.14933957206219,0.318986920613327,6.73831456840669,410340.0,1442280,-0.352568527355025,450300.0,8.58,6.14,1.092,11.052,2.093,42.44,0.345,0.514,57.536,0.2,0.13,0.05,0.46,0.15,0.25
Vietnam_1992,67510.0,20.7410365909859,0.0798305830844824,16.4920581277459,325490.0,53373655,1.37456819417286,331060.0,47.15,12.51,1.769,10.981,0.0,8.717,0.0,0.0,21.466,0.33,0.13,0.0,0.09,0.0,0.1
Vietnam_1994,70870.0,21.7733263694737,0.079202234203706,16.9467571968417,325490.0,54742666,1.22607262533263,331110.0,48.67,15.2,2.056,10.911,0.0,13.201,0.0,0.001,26.169,0.35,0.13,0.0,0.14,0.0,0.11
Vietnam_1995,71400.0,21.9361577928661,0.0771484443942421,16.7869980644567,325490.0,55384759,1.16610422147309,331110.0,51.6,15.03,2.536,12.549,0.425,13.187,0.0,0.0,28.697,0.4,0.14,0.01,0.14,0.0,0.12
Vietnam_1996,70790.0,21.7487480414145,0.0750463570639832,16.599588313005,325490.0,56021858,1.14374884073702,331110.0,54.36,16.21,2.85,14.748,0.627,15.982,0.0,0.0,34.206,0.45,0.16,0.01,0.17,0.0,0.14
Vietnam_1997,76820.0,23.6013395188792,0.0759192254434659,17.063504255123,325490.0,56638649,1.09496606917332,331110.0,56.35,15.92,3.451,21.528,1.14,18.398,0.0,0.0,44.517,0.52,0.24,0.03,0.19,0.0,0.18
Vietnam_1998,78440.0,24.0990506620787,0.0762782460309877,17.4137454299671,325490.0,57235633,1.04850622757087,331110.0,60.44,18.15,4.168,21.682,1.898,19.044,0.0,0.0,46.791,0.64,0.25,0.04,0.19,0.0,0.19
Vietnam_1999,80550.0,24.747304064641,0.0763753324772087,17.7056130756705,325490.0,57817635,1.01171739742889,331110.0,62.95,18.43,4.464,20.031,2.158,20.236,0.0,0.001,46.89,0.65,0.23,0.05,0.2,0.0,0.19
Vietnam_2001,87800.0,28.2260657107953,0.0798651052609206,19.9318459461197,311060.0,58709144,0.607333958142233,329240.0,64.52,17.73,6.574,24.952,2.565,25.564,0.0,0.0,59.654,0.88,0.28,0.05,0.25,0.0,0.23
Vietnam_2003,94550.0,30.4459829335051,0.0829784746293314,21.2526163258735,310550.0,59247582,0.392855868489281,329300.0,68.69,20.39,9.366,31.974,5.206,29.501,0.0,0.001,76.048,1.1,0.31,0.1,0.28,0.0,0.28
Vietnam_2004,95370.0,30.7575708710936,0.0817836566900796,21.2242396878124,310070.0,59472585,0.379048101235849,329310.0,73.09,21.33,10.301,34.792,8.76,33.891,0.0,0.0,87.743,1.14,0.32,0.17,0.31,0.0,0.31
Vietnam_2005,97956.0,31.5915760957203,0.0794410942352252,20.8646434676041,310070.0,59707679,0.394518852428251,329314.0,75.78,20.52,11.983,39.458,9.394,33.859,0.0,0.0,94.694,1.25,0.34,0.17,0.3,0.0,0.32
Vietnam_2006,100541.0,32.4252588125262,0.0771662813207352,20.5050472473958,310070.0,59915729,0.347841970483526,331212.0,77.9,20.07,12.258,42.744,11.212,32.412,0.0,1.42e-14,98.626,1.17,0.35,0.2,0.29,0.0,0.32
Vietnam_2008,100626.0,32.4526719772955,0.0749170932224823,20.3489534621215,310070.0,60214718,0.226192077778439,331212.0,79.68,18.92,15.363,43.642,13.901,40.421,0.0,0.0,113.327,1.35,0.33,0.24,0.36,0.0,0.35
Vietnam_2009,102408.0,33.0273809139872,0.0738055715129878,20.2615538426807,310070.0,60327876,0.187747798490957,331051.0,81.83,24.34,19.239,45.489,15.374,43.341,0.0,0.0,123.443,1.64,0.35,0.27,0.39,0.0,0.39
Vietnam_2011,107680.0,34.727642145322,0.0740459551951227,20.7598284258393,310070.0,60511975,0.142709918835109,330957.0,83.47,21.03,28.223,59.551,16.279,47.178,0.0,0.0,151.231,2.1,0.4,0.26,0.42,0.0,0.44
Vietnam_2012,108420.0,34.9662979327249,0.0739981785063752,20.9630083529526,310070.0,60584126,0.119163223162386,330957.0,83.79,22.21,28.118,52.267,17.957,44.21,0.0,0.0,142.552,2.04,0.35,0.28,0.38,0.0,0.41
Bulgaria_1992,61610.0,55.6901382988339,0.447617669638003,34.9272349272349,110630.0,2873111,-2.00676529457468,110990.0,14.81,5.24,1.097,31.441,8.872,15.167,0.138,0.65,57.365,0.21,0.37,0.22,0.17,0.06,0.25
Bulgaria_1993,61540.0,55.6268643225165,0.473878487579395,36.5813974509627,110630.0,2813472,-2.09761069987758,110990.0,13.52,4.53,1.154,33.047,8.147,15.301,0.161,0.616,58.426,0.21,0.39,0.2,0.17,0.07,0.26
Bulgaria_1994,61210.0,55.3285727198771,0.479562074725049,36.7260236825454,110630.0,2767905,-1.63285914674123,110990.0,11.72,4.57,1.441,31.38,8.114,14.658,0.155,0.656,56.404,0.24,0.37,0.2,0.16,0.07,0.25
Bulgaria_1996,61640.0,55.7172557172557,0.475608866786334,36.1384796167405,110630.0,2708267,-1.1413179239291,110990.0,12.07,4.43,1.961,31.471,10.197,13.983,0.16,0.729,58.501,0.31,0.35,0.23,0.15,0.07,0.24
Bulgaria_1997,61640.0,55.7172557172557,0.502581304453782,37.9915032088945,110630.0,2675519,-1.21655667196912,110990.0,11.57,4.15,1.573,34.016,8.228,11.349,0.145,0.545,55.856,0.24,0.38,0.19,0.12,0.06,0.23
Bulgaria_1999,56450.0,51.0259423302902,0.428253802387515,31.9623971797885,110630.0,2604686,-1.37171340944783,110990.0,10.66,3.32,1.106,26.603,6.154,12.047,0.127,0.343,46.38,0.16,0.31,0.13,0.12,0.06,0.19
Bulgaria_2000,56790.0,51.3332730724035,0.435776866654715,32.3420410376932,110630.0,2571814,-1.27006440145645,110990.0,10.6,3.73,1.212,26.382,6.671,10.66,0.124,0.417,45.466,0.17,0.29,0.14,0.1,0.05,0.18
Bulgaria_2001,55820.0,50.4564765434331,0.431569861687122,31.8720057850493,110630.0,2541005,-1.20518144321916,110990.0,9.97,3.92,1.228,30.067,6.181,10.955,0.125,0.426,48.982,0.16,0.33,0.13,0.11,0.05,0.19
Bulgaria_2003,53250.0,48.9430147058824,0.426385415814108,30.8363970588235,108800.0,2397994,-3.078892042059,110990.0,9.84,4.44,1.273,31.196,5.796,11.666,0.116,0.486,50.533,0.15,0.3,0.11,0.11,0.04,0.18
Bulgaria_2007,51600.0,47.5006904170119,0.402518762128167,28.5280309306821,108630.0,2237951,-1.71966175585742,111000.0,8.6,3.6,1.979,33.368,6.889,12.518,0.14,0.846,55.74,0.18,0.26,0.12,0.11,0.04,0.18
Bulgaria_2008,51160.0,47.1043182027438,0.408994269044011,28.4135899088482,108610.0,2167172,-3.21376232926952,111000.0,8.32,3.81,1.9,32.492,6.718,11.902,0.152,0.915,54.079,0.17,0.25,0.11,0.11,0.04,0.17
Bulgaria_2009,51010.0,46.9662093729859,0.411341329086276,28.3767608875794,108610.0,2126239,-1.90684005214883,111000.0,7.97,3.79,0.983,27.279,5.052,11.41,0.327,0.764,45.815,0.08,0.21,0.09,0.1,0.09,0.14
Bulgaria_2010,50300.0,46.3338246131172,0.421656798231916,28.9148857774503,108560.0,2087198,-1.85321946687749,111000.0,7.82,3.73,0.807,29.299,5.372,11.004,0.374,1.005,47.861,0.06,0.21,0.09,0.1,0.1,0.14
Romania_1992,147980.0,64.4905430140329,0.409675079360145,41.0659809988669,229460.0,10596632,-2.40448155532519,238390.0,24.77,13.27,2.906,43.442,45.852,35.918,1.034,1.083,130.235,0.54,0.52,1.16,0.39,0.44,0.58
Romania_1993,147900.0,64.4556785496383,0.410497649322962,40.7783491676109,229460.0,10433628,-1.55021634895563,238390.0,22.55,13.1,2.833,38.874,43.636,33.663,1.048,0.964,121.018,0.51,0.46,1.07,0.37,0.45,0.53
Romania_1994,147930.0,64.4687527237863,0.410353868159597,40.7086202388216,229460.0,10454264,0.197588217267392,238390.0,22.33,11.65,2.771,39.254,42.494,32.629,1.053,0.941,119.142,0.47,0.46,1.03,0.35,0.44,0.52
Romania_1995,147980.0,64.4764933989804,0.410862882003163,40.6910374275631,229510.0,10473627,0.185044976822304,238390.0,21.65,11.79,3.146,40.801,44.148,34.067,1.084,1.011,124.257,0.5,0.46,1.05,0.37,0.46,0.53
Romania_1996,147970.0,64.4777550220053,0.411606809476346,40.6858686653013,229490.0,10487165,0.129174526253252,238390.0,21.96,11.83,3.2,40.308,43.681,38.291,1.08,1.012,127.572,0.5,0.45,0.99,0.4,0.46,0.53
Romania_1997,147820.0,64.4039735099338,0.412794480252092,40.6805507145347,229520.0,10491599,0.042271318424897,238390.0,21.44,11.36,3.005,35.764,35.926,39.94,1.077,0.955,116.667,0.46,0.4,0.81,0.41,0.44,0.48
Romania_2000,147810.0,64.3771777003484,0.415271599730154,40.6445993031359,229600.0,10526353,0.170184630836351,238390.0,19.63,10.53,2.656,28.634,30.948,28.139,0.948,1.039,92.364,0.37,0.32,0.65,0.27,0.35,0.37
Romania_2001,148570.0,64.6772016890862,0.417992787140348,40.8384484785164,229710.0,10547299,0.198788581093338,238390.0,18.9,10.25,2.768,30.814,29.631,32.901,0.55,1.185,97.849,0.37,0.34,0.62,0.32,0.2,0.38
Romania_2004,148000.0,64.3618177864753,0.434636984719708,40.7784300934986,229950.0,10158919,-1.00119058294419,238390.0,19.38,11.05,2.992,34.364,31.967,30.299,0.894,1.249,101.765,0.33,0.32,0.61,0.28,0.29,0.36
Romania_2005,141300.0,61.4347826086956,0.415583848924573,38.7608695652174,230000.0,10073097,-0.848383223456467,238390.0,19.34,11.13,3.175,34.518,30.539,29.802,1.144,1.081,100.259,0.33,0.3,0.57,0.27,0.34,0.34
Romania_2007,140390.0,61.0444386468388,0.42177508851662,38.8685972693278,229980.0,9896426,-0.872559093765536,238390.0,19.29,10.14,4.054,40.721,25.429,28.398,1.251,1.507,101.36,0.36,0.32,0.45,0.25,0.36,0.32
Romania_2008,136300.0,59.2892252816564,0.415410021423186,37.7354386880682,229890.0,9723952,-1.75815616582368,238390.0,19.22,9.23,4.143,38.567,25.959,27.145,1.385,1.381,98.58,0.36,0.29,0.44,0.24,0.38,0.31
Romania_2012,139820.0,60.7490441432047,0.446456756382222,39.0815085158151,230160.0,9275922,-0.775998230393519,238390.0,17.05,8.38,3.15,29.715,23.862,25.337,0.771,1.047,83.882,0.23,0.2,0.37,0.22,0.21,0.24
Romania_2013,137330.0,59.7035040431267,0.438218839156402,38.2488479262673,230020.0,9217025,-0.636969317388809,238390.0,17.21,8.59,2.695,23.77,22.992,23.781,0.501,1.011,74.75,0.19,0.16,0.35,0.21,0.14,0.21
Angola_1992,574500.0,46.0816555707067,0.276924396917334,2.36624689179434,1246700.0,7859475,2.17678179238146,1246700.0,28.95,21.18,0.123,0.0,1.066,2.29,1.685,0.0,5.164,0.02,0.0,0.03,0.02,0.71,0.02
Angola_1993,575000.0,46.1217614502286,0.272658909702458,2.40635277131627,1246700.0,8046097,2.34673188175942,1246700.0,29.58,21.13,0.102,0.0,1.048,2.968,1.63,0.0,5.748,0.02,0.0,0.03,0.03,0.7,0.03
Angola_1994,575000.0,46.1217614502286,0.263802220089137,2.40635277131627,1246700.0,8241401,2.39832246059684,1246700.0,30.49,21.09,0.098,0.0,0.971,1.297,1.499,4.44e-16,3.865,0.02,0.0,0.02,0.01,0.63,0.02
Angola_1995,575000.0,46.1217614502286,0.255461946729031,2.40635277131627,1246700.0,8431784,2.28380210318644,1246700.0,32.23,21.08,0.081,0.0,1.048,8.416,1.403,0.001,10.949,0.01,0.0,0.02,0.09,0.6,0.05
Angola_1996,575000.0,46.1217614502286,0.247832457328207,2.40635277131627,1246700.0,8609042,2.08046715067186,1246700.0,37.67,18.12,0.11,0.0,1.048,7.039,2.228,0.0,10.424,0.02,0.0,0.02,0.07,0.94,0.04
Angola_1999,575000.0,46.1217614502286,0.228353218585334,2.40635277131627,1246700.0,9068188,1.65111599393401,1246700.0,40.85,18.7,0.084,0.0,1.048,3.708,4.291,0.0,9.13,0.01,0.0,0.02,0.04,1.92,0.04
Angola_2000,574000.0,46.0415496911847,0.222047610560466,2.40635277131627,1246700.0,9228832,1.75600319531216,1246700.0,37.0,17.77,0.081,0.0,1.085,3.668,4.683,0.0,9.516,0.01,0.0,0.02,0.04,1.74,0.04
Angola_2001,573000.0,45.9613379321409,0.215440939379947,2.40635277131627,1246700.0,9410607,1.95049607329696,1246700.0,30.99,18.88,0.221,0.0,0.989,4.302,4.159,0.0,9.671,0.03,0.0,0.02,0.04,1.53,0.04
Angola_2002,573000.0,45.9613379321409,0.208546470722891,2.40635277131627,1246700.0,9616274,2.16194142015516,1246700.0,33.08,20.7,0.239,0.0,1.158,5.02,6.181,1.78e-15,12.598,0.03,0.0,0.02,0.05,2.15,0.05
Angola_2004,575900.0,46.1939520333681,0.213992863662228,2.6469880484479,1246700.0,10078444,2.38649256131906,1246700.0,37.16,24.3,0.3,0.0,1.44,5.034,11.926,0.001,18.701,0.03,0.0,0.03,0.05,3.83,0.07
Angola_2005,575900.0,46.1939520333681,0.206550595663752,2.6469880484479,1246700.0,10320159,2.37002812631322,1246700.0,38.99,24.37,0.521,0.0,1.249,4.734,12.502,0.0,19.006,0.05,0.0,0.02,0.04,3.76,0.06
Angola_2007,575900.0,46.1939520333681,0.192729889818658,2.6469880484479,1246700.0,10797049,2.21578172826103,1246700.0,40.78,23.72,0.542,0.0,1.594,8.801,14.04,3.55e-15,24.977,0.05,0.0,0.03,0.08,4.03,0.08
Angola_2008,576900.0,46.274163792412,0.1919513229511,2.72719980749178,1246700.0,11031193,2.14541309290296,1246700.0,42.0,22.96,0.685,0.0,1.271,10.219,13.311,3.55e-15,25.486,0.06,0.0,0.02,0.09,3.67,0.08
Angola_2010,582900.0,46.7554343466752,0.211342207944882,3.20847036175503,1246700.0,11488666,1.9950465656438,1246700.0,43.42,24.95,0.578,0.0,1.37,13.37,13.546,0.001,28.865,0.05,0.0,0.02,0.12,3.69,0.09
Angola_2012,583900.0,46.8356461057191,0.203166523706808,3.28868212079891,1246700.0,11926670,1.82901689309734,1246700.0,41.84,24.13,1.147,0.0,1.422,17.268,13.964,0.0,33.801,0.08,0.0,0.02,0.15,3.83,0.1
