Country_Year,Cell Subscriptions,Cell Subscriptions per 100 People,Telephone Lines,Telephone Lines per 100 People,CO2 Cement,CO2 Coal,CO2 Gas,CO2 Oil,CO2 Flaring,CO2 Other,CO2 Total
Pakistan_1996,40964.0,0.0323341516879483,2127344.0,1.67917839050011,3.602,9.357,30.403,50.177,0.0,0.0,93.539
Pakistan_2000,265614.0,0.188940993039442,2874000.0,2.0443817494385,3.989,8.189,36.369,55.392,1.48,0.001,105.42
Pakistan_2001,306493.0,0.213090946498184,3053460.0,2.12293488430191,4.414,8.042,37.856,55.088,1.726,0.0,107.126
Pakistan_2002,742606.0,0.505665777191908,3252000.0,2.21439781987768,4.395,10.08,44.77,53.659,0.0,0.0,112.904
Pakistan_2004,2404400.0,1.57748353900126,4047423.0,2.65544133999131,5.941,16.906,60.778,46.335,0.0,0.0,129.96
Pakistan_2006,12771203.0,8.08450250319021,5227831.0,3.30935251798561,8.063,17.689,63.756,54.218,0.0,0.0,143.726
Pakistan_2008,62856712.0,38.3440204529871,4806206.0,2.931894706253,11.764,18.91,65.754,58.928,0.0,0.0,155.356
Pakistan_2009,88019742.0,52.703881404351,4416737.0,2.64462469160849,11.412,18.511,66.989,58.309,0.0,0.0,155.221
Pakistan_2010,94342030.0,55.4646434057912,6144250.0,3.61226735576956,11.451,17.426,63.123,62.145,0.0,2.84e-14,154.145
Pakistan_2011,99185844.0,57.2834198942732,6079095.0,3.51089769889115,11.031,17.166,65.959,60.504,0.0,0.0,154.66
Pakistan_2013,120151237.0,67.0636093767546,5861915.0,3.27188622918413,12.028,13.659,63.721,61.042,0.0,0.001,150.451
Nigeria_1992,0.0,0.0,294166.0,0.299908121876643,1.432,0.139,9.592,35.102,0.0,0.0,46.265
Nigeria_1993,0.0,0.0,320934.0,0.31904448456373,1.308,0.022,10.478,33.006,0.0,0.0,44.814
Nigeria_1995,12800.0,0.0121036988941645,368715.0,0.348657448262645,1.06,0.051,10.066,22.239,0.0,0.001,33.417
Nigeria_1996,13000.0,0.0119898738690171,405073.0,0.373598013672643,1.035,0.022,10.201,25.531,0.0,7.11e-15,36.789
Nigeria_1998,15000.0,0.0131602634688256,404177.0,0.354605053869301,1.095,0.033,11.029,25.589,0.0,7.11e-15,37.746
Nigeria_1999,20000.0,0.0171134165412175,438619.0,0.375313482494613,1.012,0.044,11.608,26.923,0.0,7.11e-15,39.587
Nigeria_2000,25000.0,0.0208625603896018,473316.0,0.394983345334591,1.011,0.007,13.179,31.54,33.086,0.0,78.823
Nigeria_2003,1569050.0,1.21420341187096,702000.0,0.543240046609996,0.919,0.062,20.097,34.203,44.726,0.001,100.008
Nigeria_2006,18587000.0,13.3158157080503,1223258.0,0.876347882466144,1.296,0.022,21.618,31.979,42.894,0.0,97.809
Nigeria_2007,32322202.0,22.5532725279824,1687972.0,1.17780628113157,1.82,0.062,22.233,27.26,42.894,0.001,94.27
Nigeria_2008,40395611.0,27.4450285141007,1579664.0,1.07323351347993,3.846,0.084,20.654,33.5,36.688,0.0,94.772
Nigeria_2009,62988492.0,41.6568294498548,1307625.0,0.864785135820784,3.851,0.092,18.053,27.253,25.637,0.0,74.885
Nigeria_2011,87297789.0,54.6609495166735,1050237.0,0.657599147643277,4.59,0.084,28.003,69.442,27.45,0.0,129.569
Nigeria_2012,95167308.0,57.9606630431853,719406.0,0.438146771549383,6.118,0.128,28.872,55.858,25.355,1.42e-14,116.331
Nigeria_2013,112777785.0,66.7981180495543,418166.0,0.247679113686351,7.785,0.117,28.63,62.268,23.299,0.0,122.098
Ecuador_1993,0.0,0.0,531349.0,5.01359291530385,0.947,0.0,0.535,21.119,1.488,0.0,24.089
Ecuador_1994,0.0,0.0,598287.0,5.52112353198644,0.976,0.0,0.484,10.648,1.433,0.0,13.54
Ecuador_1995,18920.0,0.170828211647125,658115.0,5.94210404377103,1.179,0.0,0.465,19.558,1.484,0.0,22.686
Ecuador_1996,54380.0,0.4805669948214,697929.0,6.16773891373124,1.363,0.0,0.495,20.863,1.304,0.0,24.025
Ecuador_1997,59779.0,0.517246854350177,800763.0,6.92872317753744,1.304,0.0,0.451,15.253,1.198,0.0,18.206
Ecuador_1999,242812.0,2.01629999998339,990842.0,8.22790770054011,1.033,0.0,0.432,18.478,1.422,0.0,21.364
Ecuador_2000,383185.0,3.11862257614657,1129528.0,9.19287425444545,1.256,0.0,0.473,17.324,1.509,0.0,20.562
Ecuador_2004,2398161.0,18.0587050744567,1530700.0,11.526523806146,1.493,0.0,1.136,24.659,1.499,0.0,28.786
Ecuador_2005,3544174.0,26.1966897849974,1590755.0,11.7580331154547,1.57,0.0,0.894,26.007,1.499,0.0,29.97
Ecuador_2008,9939977.0,69.6642867450352,1823120.0,12.7773288057516,2.222,0.0,0.931,24.915,1.506,0.0,29.573
Ecuador_2009,11684479.0,80.5137495502123,1906478.0,13.1368880217072,2.11,0.0,1.099,27.975,1.319,0.0,32.503
Ecuador_2010,13241758.0,89.735548395736,2013223.0,13.6430276061463,2.088,0.0,1.158,30.335,1.246,0.0,34.826
Ecuador_2012,15332715.0,100.565599366831,2210608.0,14.4991358989658,2.353,0.0,1.4,32.152,1.249,0.0,37.154
Ecuador_2013,16456740.0,106.225532949865,2308672.0,14.902095652385,2.612,0.0,1.59,33.962,1.198,0.0,39.362
Australia_1992,291459.0,1.68262799845788,8046029.0,46.4506969138167,2.942,151.004,34.186,88.475,7.35,2.375,286.332
Australia_1993,497000.0,2.83537202477054,8257000.0,47.1059694336627,3.03,151.373,35.973,91.155,7.197,2.597,291.325
Australia_1994,690000.0,3.89287946646564,8540000.0,48.1814357153863,3.56,154.669,37.837,93.923,7.03,3.065,300.084
Australia_1998,4578000.0,24.6613747601334,9350000.0,50.3678143309845,3.524,180.054,44.09,100.518,6.996,3.515,338.697
Australia_2001,8562000.0,44.456266679862,10050000.0,52.1823732927602,3.574,191.835,49.769,103.536,8.248,3.493,360.455
Australia_2002,11132000.0,57.1245096218519,10060000.0,51.6234788713465,3.541,194.077,51.353,106.127,8.131,3.884,367.113
Australia_2003,12670000.0,64.2670098974746,10400000.0,52.7527153065301,3.622,197.462,50.233,110.743,7.236,3.937,373.233
Australia_2004,14347000.0,71.903538298595,10460000.0,52.4228766016103,3.591,204.293,53.059,114.938,6.93,3.955,386.766
Australia_2006,18420000.0,89.7628623066931,10120000.0,49.3159699535143,3.937,206.942,56.509,118.868,7.137,3.902,397.295
Australia_2007,19760000.0,94.7014037422295,9940000.0,47.6382567407774,3.994,204.714,61.4,120.161,7.549,4.108,401.926
Australia_2008,21260000.0,100.064604268965,9760000.0,45.937466494125,3.915,207.416,62.615,123.968,7.583,4.156,409.653
Australia_2009,22120000.0,102.194053664352,9370000.0,43.2892532927206,3.775,203.142,62.222,120.643,7.854,3.685,401.321
Australia_2010,22200000.0,100.739011404518,10709000.0,48.5952285194138,3.544,200.253,64.172,124.384,8.179,4.001,404.533
Australia_2013,24338000.0,105.585694973435,10471000.0,45.4264036513614,3.255,174.256,68.821,134.566,8.743,3.53,393.171
Algeria_1992,4781.0,0.0177774221384421,883120.0,3.28374755049173,2.998,2.378,31.932,28.678,13.898,0.0,79.883
Algeria_1994,4781.0,0.016979454185661,1068094.0,3.7932761219367,2.821,2.286,37.386,30.45,13.204,1.42e-14,86.147
Algeria_1996,4691.0,0.0160017940020255,1176316.0,4.01261272932991,3.006,1.407,50.567,27.407,14.4,0.0,96.786
Algeria_1998,17400.0,0.0573397027417539,1400343.0,4.61466961818942,3.446,2.11,54.641,33.09,13.333,0.001,106.621
Algeria_1999,18000.0,0.0584028096942824,1477000.0,4.79227499546973,3.435,2.173,50.92,22.188,12.952,0.0,91.668
Algeria_2001,86000.0,0.27112702998088,1761327.0,5.55282974808295,3.766,2.096,41.029,28.458,8.431,0.0,83.78
Algeria_2003,450244.0,1.38226235815044,1950000.0,5.98655750747007,4.032,2.788,44.027,31.943,8.259,0.0,91.048
Algeria_2004,1446927.0,4.3841699905119,2079464.0,6.30074887340539,4.897,1.924,41.209,32.818,7.006,0.0,87.853
Algeria_2005,4882414.0,14.5912066595052,2486720.0,7.43161997821666,5.662,2.363,61.211,31.052,6.185,0.0,106.473
Algeria_2008,27562721.0,78.532886659426,3068409.0,8.74264250694852,7.583,3.008,51.551,37.363,9.527,0.0,109.032
Algeria_2009,27031472.0,75.6646234971852,3069140.0,8.59092403699477,8.22,1.594,54.894,44.891,10.585,0.001,120.185
Algeria_2011,32780165.0,88.4448754843803,2922731.0,7.88588402069783,8.187,1.048,56.721,46.92,6.932,1.42e-14,119.808
Algeria_2013,37527703.0,97.520894669298,3231332.0,8.39706036933655,7.298,0.725,65.45,51.919,7.042,0.001,132.435
Chile_1992,36136.0,0.268539846539317,1056027.0,7.84772328208366,0.849,7.456,2.612,20.819,0.242,3.55e-15,31.978
Chile_1994,85186.0,0.610285808279443,1520291.0,10.8916021617985,0.935,9.362,2.631,24.234,0.355,0.0,37.517
Chile_1995,115691.0,0.814454287960218,1587000.0,11.1723379951151,0.992,10.311,2.616,26.838,0.315,7.11e-15,41.072
Chile_1996,197314.0,1.36643069651234,1818000.0,12.5899378972574,0.961,14.415,2.682,29.259,0.293,0.001,47.611
Chile_1998,409740.0,2.75502543022814,2693286.0,18.1092190678905,1.131,17.77,6.441,31.21,0.234,0.001,56.787
Chile_1999,964248.0,6.39743786145931,3046698.0,20.2137428728215,0.951,18.518,9.032,32.155,0.234,0.0,60.89
Chile_2000,2260687.0,14.8090902278177,3108799.0,20.3648204687998,1.01,14.242,11.919,30.627,0.297,0.001,58.096
Chile_2003,6244310.0,39.4721787421896,3467013.0,21.9160414581427,1.113,9.244,14.737,29.587,0.183,0.0,54.864
Chile_2004,7268281.0,45.4390872823112,3252063.0,20.3309110509865,1.194,10.281,16.048,31.324,0.18,0.0,59.026
Chile_2006,10569572.0,64.6941754338373,3435888.0,21.0303634852023,1.236,12.538,14.334,35.735,0.106,0.0,63.949
Chile_2007,12450801.0,75.438688650934,3383597.0,20.5010200229876,1.316,13.007,8.764,47.225,0.37,0.001,70.683
Chile_2009,14796593.0,87.9117773295093,3529645.0,20.9708657453926,1.081,13.431,6.379,44.929,0.081,0.0,65.901
Chile_2010,16450223.0,96.8131200774212,3564351.0,20.9769765042745,1.046,16.525,10.227,43.461,0.051,0.001,71.311
Chile_2012,22315248.0,128.926907315612,3366325.0,19.449027466297,1.128,23.476,9.809,45.165,0.106,1.42e-14,79.684
Thailand_1992,123551.0,0.216057463580404,1553160.0,2.7160590374383,9.267,16.686,14.803,65.208,0.0,0.0,105.964
Denmark_1992,175943.0,3.41351284915204,2950756.0,57.2483333847466,1.193,27.133,5.167,23.605,0.677,0.605,58.38
Denmark_2000,2628585.0,49.4149727131392,3638119.0,68.3932804577951,1.385,15.657,10.64,25.35,0.724,0.536,54.292
Denmark_2003,4477752.0,83.4002049545967,3700867.0,68.9303620007771,1.33,22.573,11.214,24.376,0.67,0.463,60.626
Denmark_2004,4767100.0,88.560843106806,3614249.0,67.143743290036,1.459,17.281,11.154,24.048,0.752,0.382,55.076
Denmark_2006,5449206.0,100.581686814237,3348177.0,61.8008000454806,1.395,22.004,10.882,24.173,0.531,0.444,59.429
Denmark_2007,5828157.0,107.117064512767,3098580.0,56.9495286002026,1.407,18.42,9.738,24.117,0.544,0.43,54.656
Denmark_2008,6308000.0,115.371580438847,2825095.0,51.6702084717637,1.155,16.137,9.826,23.277,0.387,0.438,51.22
Denmark_2009,6556988.0,119.302473170086,2975049.0,54.1301438255171,0.764,15.786,9.412,22.258,0.261,0.335,48.816
Denmark_2010,6833683.0,123.699399050797,2774313.0,50.2190181895788,0.672,15.351,10.569,21.912,0.353,0.314,49.171
Denmark_2012,7173185.0,128.661525958448,2481469.0,44.5087625871331,0.871,10.079,8.414,19.92,0.217,0.339,39.84
Philippines_1993,56044.0,0.0862261721233727,660587.0,1.01634230897977,3.455,4.192,0.0,41.282,0.0,7.11e-15,48.929
Philippines_1994,102400.0,0.153945411167672,859762.0,1.29254311129238,4.138,4.181,0.011,45.793,0.0,0.0,54.122
Philippines_1996,493862.0,0.709505180253252,1409639.0,2.02515312534071,5.335,5.903,0.018,49.999,0.0,0.0,61.255
Philippines_1999,1733652.0,2.33039207226978,2491605.0,3.34923995082504,5.331,11.874,0.015,50.956,0.0,0.0,68.176
Philippines_2000,2849980.0,3.74908544694003,2892435.0,3.80493405733373,5.059,16.302,0.018,50.969,0.0,0.0,72.348
Philippines_2001,6454359.0,8.31191937634247,3061387.0,3.9424522131141,3.623,16.364,0.26,50.056,0.0,0.001,70.304
Philippines_2002,12159163.0,15.3335524399959,3315091.0,4.18056092280846,5.553,14.298,3.265,47.041,0.0,0.0,70.156
Philippines_2003,15383001.0,19.0022322896563,3310933.0,4.08991184239594,5.359,14.858,4.976,45.023,0.0,0.0,70.215
Philippines_2004,22509560.0,27.2497390311331,3340000.0,4.04335439537621,5.416,16.099,4.759,46.497,0.0,0.0,72.771
Philippines_2006,34778995.0,40.5249394397987,3367252.0,3.9235660311214,4.88,17.781,5.21,38.652,0.0,0.001,66.524
Philippines_2007,42868911.0,49.0678637469276,3633188.0,4.15855615625441,5.155,21.889,7.079,36.64,0.0,0.0,70.763
Philippines_2009,68117167.0,75.3747891185836,4076140.0,4.51043703737449,5.67,24.662,7.504,38.655,0.0,0.001,76.492
Philippines_2010,75586646.0,82.2609722439882,4100000.0,4.46203137787529,6.056,28.231,7.068,41.597,0.0,0.001,82.953
Philippines_2011,83150138.0,88.9836174315653,3335398.0,3.56939611590312,6.114,31.017,7.629,38.983,0.0,0.0,83.743
Philippines_2013,101978345.0,105.451098539498,3493164.0,3.61211962381452,7.715,40.026,6.738,41.315,0.0,0.0,95.794
Portugal_1992,12600.0,0.127016807650283,2694140.0,27.1588144573756,3.136,11.88,0.592,34.716,0.068,0.59,50.982
Portugal_1993,37262.0,0.374292450958618,3014173.0,30.2770167941413,3.195,12.536,0.555,32.53,0.085,0.595,49.496
Portugal_1994,101300.0,1.01289405128224,3260319.0,32.5997800630054,3.292,13.188,0.442,32.434,0.279,0.642,50.277
Portugal_1995,173508.0,1.72644003086553,3474400.0,34.5709894831317,3.462,14.594,0.784,34.585,0.417,0.701,54.543
Portugal_1997,663651.0,6.5444769835238,3821890.0,37.6888924126684,3.561,13.732,1.14,35.042,0.47,0.766,54.711
Portugal_1999,3074633.0,30.076996519456,4116900.0,40.2727697812872,3.827,14.909,6.464,40.467,0.384,0.855,66.906
Portugal_2001,6664951.0,64.6693851618522,4321000.0,41.926251713533,3.627,12.713,6.28,41.277,0.428,0.939,65.264
Portugal_2002,7977537.0,77.0727373906592,4385454.0,42.3688344511365,3.91,13.72,7.373,43.325,0.502,0.919,69.749
Portugal_2003,8670000.0,83.4004288340389,4350528.0,41.849584873644,3.616,12.987,7.331,39.281,0.565,0.874,64.654
Portugal_2004,10002705.0,95.8202442353126,4281119.0,41.0106934254722,4.004,13.094,9.148,39.764,0.572,0.913,67.495
Portugal_2005,10571100.0,100.887353668911,4238270.0,40.4487559889072,4.088,13.076,9.616,41.504,0.563,0.866,69.713
Portugal_2006,11447313.0,108.90827646971,4233701.0,40.2788915615471,4.0,13.082,9.091,37.368,0.536,0.85,64.927
Portugal_2008,13477414.0,127.67657373098,4203800.0,39.8241666131421,4.012,9.849,10.495,34.304,0.504,0.959,60.123
Portugal_2012,12334595.0,116.390137831774,4542561.0,42.8639368296437,2.55,11.15,9.097,25.639,0.607,0.936,49.979
Portugal_2013,12084833.0,113.96695940438,4558075.0,42.9852815084096,2.814,10.206,8.107,25.01,1.184,0.861,48.182
Morocco_1994,6725.0,0.0258650414061813,827000.0,3.18072702496832,2.714,5.309,0.044,20.057,0.0,0.0,28.124
Morocco_1995,13794.0,0.0522078599512235,1007000.0,3.81131759974496,2.718,6.314,0.026,19.693,0.0,0.0,28.75
Morocco_2000,369174.0,1.30109028965501,1471000.0,5.18428658595274,3.326,10.028,0.088,19.756,0.0,0.001,33.199
Morocco_2003,6198670.0,21.1476111906193,1127447.0,3.84643976756791,4.184,12.234,0.081,20.071,0.0,0.0,36.57
Morocco_2004,7359870.0,24.8754036282972,1219213.0,4.12078141106665,4.395,13.689,0.099,24.043,0.0,0.0,42.226
Morocco_2005,9336878.0,31.2732257898125,1308569.0,4.38296117808856,4.364,14.084,0.868,25.344,0.0,0.001,44.661
Morocco_2008,20029300.0,65.3120417114296,2393767.0,7.80565522267098,5.455,14.121,1.114,30.679,0.0,0.0,51.369
Morocco_2011,31982279.0,101.074252995036,3749364.0,11.8491920324527,5.191,11.465,1.638,36.574,0.0,7.11e-15,54.868
Morocco_2012,36553943.0,114.0193379644,3566076.0,11.1233314734538,5.838,11.462,2.396,37.258,0.0,0.0,56.954
Switzerland_1992,174557.0,2.58986839011008,4080651.0,60.5438282966085,2.108,0.897,4.545,38.173,0.036,0.25,46.009
Switzerland_1994,257703.0,3.7400838860427,4265818.0,61.910482852706,2.11,0.778,4.684,34.82,0.041,0.243,42.676
Switzerland_1995,332165.0,4.77258163238916,4257596.0,61.1735868250223,1.989,0.798,5.145,35.201,0.039,0.241,43.413
Switzerland_2000,3057509.0,42.8413775168272,5066000.0,70.9840652963725,1.725,0.643,5.758,35.222,0.039,0.231,43.618
Switzerland_2002,5275791.0,73.2669072238394,5383483.0,74.7624668039573,1.691,0.596,5.896,35.025,0.041,0.219,43.468
Switzerland_2004,6189000.0,84.9078463822384,5323452.0,73.0332597575085,1.752,0.587,6.442,36.169,0.044,0.242,45.236
Switzerland_2005,6274763.0,85.4337276776384,5253450.0,71.5280906494938,1.847,0.636,6.614,36.379,0.058,0.254,45.788
Switzerland_2006,6834233.0,92.2471940747844,5149736.0,69.5101697916802,1.853,0.681,6.439,36.11,0.045,0.245,45.373
Switzerland_2008,8208884.0,108.515486115003,4927184.0,65.133794915127,1.858,0.682,6.683,35.216,0.044,0.231,44.714
Switzerland_2009,8896706.0,116.250279953305,4827882.0,63.0843184074557,1.848,0.637,6.403,34.409,0.044,0.193,43.534
Switzerland_2010,9322580.0,120.403710920952,5131810.0,66.2787519915358,1.955,0.65,7.16,35.022,0.046,0.216,45.049
Iraq_1993,0.0,0.0,714389.0,3.85176680686688,0.816,0.0,4.895,57.323,0.095,0.001,63.13
Uruguay_1992,0.0,0.0,451421.0,14.4134809906716,0.226,0.004,0.0,4.913,0.0,0.0,5.143
Uruguay_1993,1712.0,0.0542689744083113,492108.0,15.5994138189984,0.226,0.0,0.0,4.214,0.0,0.0,4.439
Uruguay_1994,4969.0,0.156362742682434,530370.0,16.6894964452571,0.319,0.0,0.0,3.712,0.0,0.0,4.03
Uruguay_1995,6825.0,0.213198968523086,582149.0,18.1851379233327,0.27,0.0,0.0,4.287,0.0,0.0,4.557
Uruguay_1996,39904.0,1.23757010255916,621996.0,19.2903882696317,0.308,0.004,0.0,5.093,0.0,8.88e-16,5.405
Uruguay_1997,78601.0,2.42029076991056,669032.0,20.6009080593733,0.351,0.004,0.0,5.159,0.0,8.88e-16,5.514
Uruguay_1998,99235.0,3.03420006855118,761088.0,23.2709554267495,0.392,0.004,0.004,5.24,0.0,0.0,5.639
Uruguay_2003,513528.0,15.4328474830954,946533.0,28.4457700976709,0.457,0.004,0.11,3.957,0.0,0.0,4.527
Uruguay_2004,497530.0,14.9614588993661,938186.0,28.2126329647674,0.267,0.004,0.194,5.1,0.0,8.88e-16,5.565
Uruguay_2005,599768.0,18.0445282569283,996701.0,29.9865937465965,0.264,0.004,0.183,5.276,0.0,8.88e-16,5.727
Uruguay_2006,1154923.0,34.7329071877852,1006001.0,30.2542588240247,0.262,0.007,0.213,6.115,0.0,8.88e-16,6.597
Uruguay_2007,2330011.0,69.965740971234,986867.0,29.6337145597419,0.257,0.011,0.194,5.485,0.0,0.001,5.948
Uruguay_2008,3004323.0,89.9933321031972,965216.0,28.9126715201127,0.251,0.004,0.172,7.775,0.0,0.0,8.202
Uruguay_2009,3507816.0,104.745381913692,959286.0,28.6448258501752,0.417,0.004,0.121,7.405,0.0,8.88e-16,7.947
Uruguay_2010,4111560.0,122.352162564861,953655.0,28.3789490098145,0.329,0.004,0.15,5.815,0.0,0.0,6.298
Uruguay_2012,4757425.0,140.607202157775,964859.0,28.5167132359939,0.341,0.007,0.106,8.138,0.0,1.78e-15,8.592
Uruguay_2013,4995459.0,147.13068510653,1010953.0,29.7754835943006,0.333,0.011,0.099,7.05,0.0,0.0,7.492
Cyprus_1993,9739.0,1.21637149351785,290852.0,36.3265306122449,0.747,0.074,0.002,4.888,0.0,0.048,5.759
Cyprus_1996,44453.0,5.19681688681991,347343.0,40.6064375389443,0.811,0.043,0.001,5.326,0.0,0.041,6.222
Cyprus_1997,70781.0,8.10550520700925,366363.0,41.9541572477858,0.78,0.045,0.001,5.444,0.0,0.04,6.31
Cyprus_1998,91968.0,10.3249795393232,386013.0,43.3365553987559,0.74,0.062,0.001,5.767,0.0,0.037,6.607
Cyprus_1999,116429.0,12.8220122461566,404710.0,44.569622483591,0.74,0.072,0.001,6.019,0.0,0.042,6.874
Cyprus_2000,151649.0,16.3857887326835,424060.0,45.8200025716079,0.763,0.117,0.002,6.199,0.0,0.039,7.12
Cyprus_2001,218324.0,23.1450237308476,440091.0,46.6550477214252,0.745,0.127,0.0,6.081,0.0,0.041,6.994
Cyprus_2002,314355.0,32.694873845661,434978.0,45.2404155672343,0.766,0.127,0.0,6.238,0.0,0.053,7.184
Cyprus_2004,551752.0,55.2779063499983,424104.0,42.4893452033879,0.808,0.137,0.001,6.777,0.0,0.078,7.801
Cyprus_2005,658234.0,64.7982910358134,418365.0,41.1849540272883,0.788,0.152,0.001,6.941,0.0,0.073,7.955
Cyprus_2006,782503.0,75.7809034792259,420030.0,40.6774835219536,0.821,0.151,0.001,7.128,0.0,0.082,8.183
Cyprus_2008,988312.0,92.9655392979931,409279.0,38.4988171329938,0.818,0.111,0.001,7.702,0.0,0.082,8.714
Cyprus_2012,1090944.0,97.7099236641221,405024.0,36.2757979530915,0.505,0.001,0.001,6.732,0.0,0.023,7.262
Cyprus_2013,1110935.0,98.4004343690046,373196.0,33.0556229705384,0.752,0.001,0.001,5.814,0.0,0.013,6.581
Qatar_1993,4233.0,0.86457273807919,105527.0,21.5534531848057,0.222,0.0,25.912,4.551,0.0,0.0,30.684
Qatar_1994,4289.0,0.871755054919146,110300.0,22.4188814543208,0.19,0.0,25.915,4.199,0.0,0.0,30.304
Qatar_1995,11533.0,2.32940016885273,115766.0,23.3820636388975,0.191,0.0,25.915,5.192,0.0,0.0,31.298
Qatar_1997,28772.0,5.61431169459643,133513.0,26.05253709442,0.274,0.0,28.096,8.42,0.0,0.0,36.789
Qatar_1998,43476.0,8.21090443463628,141902.0,26.7997000893311,0.387,0.0,20.02,11.314,0.0,0.001,31.722
Qatar_1999,65756.0,11.9476640132857,150508.0,27.3468431065089,0.399,0.0,22.383,7.973,0.0,0.001,30.756
Qatar_2002,177929.0,29.0824899314818,167446.0,27.3690438830483,0.498,0.0,24.992,14.638,0.575,0.0,40.703
Qatar_2003,266703.0,42.3509515756378,176519.0,28.0302344599798,0.509,0.0,26.791,13.425,0.575,0.0,41.3
Qatar_2004,376535.0,57.0301921428334,184508.0,27.9456801941118,0.498,0.0,32.837,8.801,0.575,0.0,42.711
Qatar_2005,490333.0,68.0655984386084,190876.0,26.4964609103768,0.523,0.0,31.815,10.853,7.5,0.0,50.69
Qatar_2008,1264206.0,109.696397008484,237368.0,20.5966546315314,1.36,0.0,41.564,14.414,6.918,0.001,64.257
Qatar_2011,2186447.0,124.960322064247,270000.0,15.4311021293206,1.769,0.0,66.681,10.124,1.074,0.0,79.648
Qatar_2012,2302225.0,120.478444211163,309000.0,16.1703739909216,1.913,0.0,81.667,7.372,1.352,0.0,92.304
Italy_1992,568000.0,0.999024174995547,23071000.0,40.57832172768,16.427,58.065,94.458,261.299,3.956,5.11,439.315
Italy_1993,783000.0,1.37623280051739,23709000.0,41.6719073658581,14.065,52.079,96.872,259.336,4.18,5.073,431.605
Italy_1994,1207175.0,2.12020635205691,24167000.0,42.4454009651951,13.791,54.772,92.794,255.512,4.07,4.858,425.797
Italy_1995,2240000.0,3.93229038342412,24542000.0,43.0831565133905,15.31,58.417,102.913,264.199,4.002,4.985,449.826
Italy_1996,3923000.0,6.88643444561157,24845000.0,43.6129145554982,13.988,53.524,106.19,261.84,3.85,4.637,444.029
Italy_1997,6422000.0,11.2790718648119,25259000.0,44.3628271929746,14.233,54.146,109.923,262.769,4.013,4.67,449.754
Italy_1998,11737904.0,20.6336734143737,25698000.0,45.173664685158,14.538,54.867,118.555,265.487,3.887,4.612,461.946
Italy_2000,30296000.0,53.2698127974712,26502000.0,46.5987780155328,15.862,56.032,134.813,255.591,3.262,4.933,470.493
Italy_2002,51246000.0,89.5905441504058,27353000.0,47.8197352797497,16.289,60.016,135.865,257.677,2.843,5.315,478.005
Italy_2003,54200000.0,94.2584926119254,27142000.0,47.2022879423041,16.938,65.126,149.024,255.95,3.384,5.543,495.965
Italy_2004,56770000.0,98.1025426806975,26596000.0,45.9597538336416,17.408,72.217,154.662,248.802,2.646,5.833,501.568
Italy_2008,89801000.0,150.962826994576,22417000.0,37.6848107786931,16.127,68.139,167.142,219.441,2.596,5.458,478.903
Italy_2012,96040913.0,158.145882953795,22105471.0,36.3999999604804,10.071,66.959,147.714,172.402,2.528,3.773,403.447
Netherlands_1992,115000.0,0.767014891427375,7175000.0,47.8550595303601,0.449,31.239,79.3,57.125,0.752,1.15,170.015
Netherlands_1994,216000.0,1.42004374655138,7634000.0,50.1880275980243,0.463,34.655,78.7,55.004,0.619,1.347,170.788
Netherlands_1995,321000.0,2.09555687106332,7859000.0,51.3052381610176,0.428,34.701,81.003,54.318,0.552,1.298,172.3
Netherlands_1998,1717000.0,11.0040514392299,8860000.0,56.782699913557,0.432,33.088,83.208,57.125,0.419,1.191,175.463
Netherlands_1999,3351000.0,21.3601514677598,9337000.0,59.5164829168826,0.517,29.036,81.289,57.678,0.308,1.109,169.937
Netherlands_2000,6745460.0,42.7665218727124,9613000.0,60.9468553311983,0.469,30.337,81.326,57.508,0.351,1.094,171.085
Netherlands_2001,10755000.0,67.8126916985348,9889000.0,62.352367104306,0.478,32.356,83.39,58.557,0.254,1.176,176.211
Netherlands_2003,12100000.0,75.4252738747796,8026000.0,50.0300205057009,0.434,33.694,83.107,59.537,1.127,1.11,179.009
Netherlands_2004,13200000.0,81.815272642888,7846000.0,48.6305022087954,0.446,33.228,85.427,59.596,1.08,1.119,180.896
Netherlands_2005,14800000.0,91.2377035617967,7861000.0,48.4607829526543,0.421,31.995,82.843,59.339,1.161,1.163,176.922
Netherlands_2007,17296000.0,105.619183609388,7450000.0,45.4939244848485,0.403,32.719,77.784,58.617,1.211,1.147,171.881
Netherlands_2008,19285000.0,117.285034806622,7404300.0,45.0305202602372,0.399,31.729,81.492,59.07,1.0,1.172,174.862
Netherlands_2009,20627000.0,124.98036105128,7317200.0,44.3354001010531,0.416,29.238,81.913,55.794,1.127,1.051,169.539
Netherlands_2011,19179000.0,115.43015049494,7232000.0,43.5262969070028,0.351,29.405,79.945,56.4,0.977,1.193,168.271
Netherlands_2012,19829309.0,118.979142583501,7133000.0,42.7991829694173,0.308,31.74,76.253,54.31,0.864,1.225,164.7
Netherlands_2013,19717000.0,117.966846751033,7182000.0,42.9699190224637,0.274,32.444,76.947,52.679,1.137,1.204,164.685
Israel_1994,64484.0,1.29339151629516,1958100.0,39.2747026868301,1.506,16.017,0.044,29.908,0.0,0.0,47.475
Israel_1998,1672442.0,29.7055487448993,2675000.0,47.512764504004,2.189,24.791,0.022,29.008,0.0,0.0,56.01
Israel_2002,5500621.0,89.7388079790002,3033000.0,49.4812866765966,1.821,29.257,0.015,28.209,0.0,0.0,59.301
